Date,Visitor,G,Home,G,,Att.,LOG,Notes
6/20/2021,Vegas Golden Knights,2,Montreal Canadiens,1,OT,3500,2:46,
6/21/2021,New York Islanders,0,Tampa Bay Lightning,8,,14791,2:39,
6/22/2021,Montreal Canadiens,4,Vegas Golden Knights,1,,17969,2:31,
6/23/2021,Tampa Bay Lightning,2,New York Islanders,3,OT,12978,2:46,
6/24/2021,Vegas Golden Knights,2,Montreal Canadiens,3,OT,3500,2:48,
6/25/2021,New York Islanders,0,Tampa Bay Lightning,1,,14805,2:11,
6/28/2021,Montreal Canadiens,1,Tampa Bay Lightning,5,,15911,2:30,
6/30/2021,Montreal Canadiens,1,Tampa Bay Lightning,3,,17166,2:33,
7/2/2021,Tampa Bay Lightning,6,Montreal Canadiens,3,,3500,2:31,
7/5/2021,Tampa Bay Lightning,2,Montreal Canadiens,3,OT,3500,2:46,
7/7/2021,Montreal Canadiens,0,Tampa Bay Lightning,1,,18110,2:30,
7/2/2021,Tampa Bay Lightning,6,Montreal Canadiens,3,,3500,2:31,
7/5/2021,Tampa Bay Lightning,2,Montreal Canadiens,3,OT,3500,2:46,
7/7/2021,Montreal Canadiens,0,Tampa Bay Lightning,1,,18110,2:30,
