Date,Visitor,G,Home,G,,Att.,LOG,Notes
4/24/2016,Dallas Stars,5,Minnesota Wild,4,,19310,2:47,
4/24/2016,Florida Panthers,1,New York Islanders,2,2OT,15795,3:58,
4/24/2016,Washington Capitals,1,Philadelphia Flyers,0,,19925,2:30,
4/25/2016,Chicago Blackhawks,2,St. Louis Blues,3,,19935,2:36,
4/25/2016,Anaheim Ducks,1,Nashville Predators,3,,17113,2:31,
4/27/2016,Nashville Predators,2,Anaheim Ducks,1,,17407,2:34,
4/27/2016,New York Islanders,5,Tampa Bay Lightning,3,,19092,2:32,
4/28/2016,Pittsburgh Penguins,3,Washington Capitals,4,OT,18506,3:17,
4/29/2016,St. Louis Blues,1,Dallas Stars,2,,18532,2:27,
4/29/2016,Nashville Predators,2,San Jose Sharks,5,,17026,2:34,
4/30/2016,New York Islanders,1,Tampa Bay Lightning,4,,19092,2:36,
4/30/2016,Pittsburgh Penguins,2,Washington Capitals,1,,18506,2:41,
5/1/2016,St. Louis Blues,4,Dallas Stars,3,OT,18889,3:05,
5/1/2016,Nashville Predators,2,San Jose Sharks,3,,17562,2:34,
5/2/2016,Washington Capitals,2,Pittsburgh Penguins,3,,18601,2:37,
5/3/2016,Tampa Bay Lightning,5,New York Islanders,4,OT,15795,3:00,
5/3/2016,Dallas Stars,1,St. Louis Blues,6,,19323,2:47,
5/3/2016,San Jose Sharks,1,Nashville Predators,4,,17163,2:35,
5/4/2016,Washington Capitals,2,Pittsburgh Penguins,3,OT,18614,3:04,
5/5/2016,San Jose Sharks,3,Nashville Predators,4,3OT,17188,4:53,
5/5/2016,Dallas Stars,3,St. Louis Blues,2,OT,19770,2:57,
5/6/2016,Tampa Bay Lightning,2,New York Islanders,1,OT,15795,3:05,
5/7/2016,St. Louis Blues,4,Dallas Stars,1,,18754,2:26,
5/7/2016,Nashville Predators,1,San Jose Sharks,5,,17562,2:33,
5/7/2016,Pittsburgh Penguins,1,Washington Capitals,3,,18506,2:35,
5/8/2016,New York Islanders,0,Tampa Bay Lightning,4,,19092,2:27,
5/9/2016,Dallas Stars,3,St. Louis Blues,2,,19808,2:36,
5/9/2016,San Jose Sharks,3,Nashville Predators,4,OT,17292,2:48,
5/10/2016,Washington Capitals,3,Pittsburgh Penguins,4,OT,18650,3:08,
5/11/2016,St. Louis Blues,6,Dallas Stars,1,,18532,2:29,
5/12/2016,Nashville Predators,0,San Jose Sharks,5,,17562,2:30,
5/13/2016,Tampa Bay Lightning,3,Pittsburgh Penguins,1,,18554,2:36,
5/15/2016,San Jose Sharks,1,St. Louis Blues,2,,19483,2:42,
5/16/2016,Tampa Bay Lightning,2,Pittsburgh Penguins,3,OT,18534,2:48,
5/17/2016,San Jose Sharks,4,St. Louis Blues,0,,19596,2:25,
5/18/2016,Pittsburgh Penguins,4,Tampa Bay Lightning,2,,19092,2:39,
5/19/2016,St. Louis Blues,0,San Jose Sharks,3,,17562,2:22,
5/20/2016,Pittsburgh Penguins,3,Tampa Bay Lightning,4,,19092,2:40,
5/21/2016,St. Louis Blues,6,San Jose Sharks,3,,17562,2:39,
5/22/2016,Tampa Bay Lightning,4,Pittsburgh Penguins,3,OT,18648,2:54,
5/23/2016,San Jose Sharks,6,St. Louis Blues,3,,19372,2:31,
5/24/2016,Pittsburgh Penguins,5,Tampa Bay Lightning,2,,19092,2:41,
5/25/2016,St. Louis Blues,2,San Jose Sharks,5,,17562,2:28,
5/26/2016,Tampa Bay Lightning,1,Pittsburgh Penguins,2,,18638,2:40,
5/30/2016,San Jose Sharks,2,Pittsburgh Penguins,3,,18596,2:31,
6/1/2016,San Jose Sharks,1,Pittsburgh Penguins,2,OT,18655,2:50,
6/4/2016,Pittsburgh Penguins,2,San Jose Sharks,3,OT,17562,3:06,
6/6/2016,Pittsburgh Penguins,3,San Jose Sharks,1,,17562,2:35,
6/9/2016,San Jose Sharks,4,Pittsburgh Penguins,2,,18680,2:40,
6/12/2016,Pittsburgh Penguins,3,San Jose Sharks,1,,17562,2:25,
6/6/2016,Pittsburgh Penguins,3,San Jose Sharks,1,,17562,2:35,
6/9/2016,San Jose Sharks,4,Pittsburgh Penguins,2,,18680,2:40,
6/12/2016,Pittsburgh Penguins,3,San Jose Sharks,1,,17562,2:25,
