Date,Visitor,G,Home,G,,Att.,LOG,Notes
8/7/2020,New York Islanders,5,Florida Panthers,1,,,2:29,at Scotiabank Arena (Toronto ON)
8/7/2020,Vancouver Canucks,5,Minnesota Wild,4,OT,,2:46,at Rogers Place (Edmonton AB)
8/7/2020,Pittsburgh Penguins,0,Montreal Canadiens,2,,,2:18,at Scotiabank Arena (Toronto ON)
8/8/2020,Vegas Golden Knights,4,Colorado Avalanche,3,OT,,2:37,at Rogers Place (Edmonton AB)
8/8/2020,Philadelphia Flyers,4,Tampa Bay Lightning,1,,,2:24,at Scotiabank Arena (Toronto ON)
8/9/2020,Dallas Stars,2,St. Louis Blues,1,SO,,2:34,at Rogers Place (Edmonton AB)
8/9/2020,Columbus Blue Jackets,3,Toronto Maple Leafs,0,,,2:21,
8/9/2020,Boston Bruins,1,Washington Capitals,2,,,2:30,at Scotiabank Arena (Toronto ON)
8/11/2020,Calgary Flames,3,Dallas Stars,2,,,2:24,at Rogers Place (Edmonton AB)
8/11/2020,Columbus Blue Jackets,2,Tampa Bay Lightning,3,5OT,,6:13,at Scotiabank Arena (Toronto ON)
8/11/2020,Chicago Blackhawks,1,Vegas Golden Knights,4,,,2:29,at Rogers Place (Edmonton AB)
8/12/2020,Carolina Hurricanes,3,Boston Bruins,4,2OT,,3:39,at Scotiabank Arena (Toronto ON)
8/12/2020,Arizona Coyotes,0,Colorado Avalanche,3,,,2:23,at Rogers Place (Edmonton AB)
8/12/2020,Montreal Canadiens,1,Philadelphia Flyers,2,,,2:29,at Scotiabank Arena (Toronto ON)
8/12/2020,Vancouver Canucks,5,St. Louis Blues,2,,,2:33,at Rogers Place (Edmonton AB)
8/12/2020,New York Islanders,4,Washington Capitals,2,,,2:29,at Scotiabank Arena (Toronto ON)
8/13/2020,Carolina Hurricanes,3,Boston Bruins,2,,,2:36,at Scotiabank Arena (Toronto ON)
8/13/2020,Calgary Flames,4,Dallas Stars,5,,,2:35,at Rogers Place (Edmonton AB)
8/13/2020,Columbus Blue Jackets,3,Tampa Bay Lightning,1,,,2:34,at Scotiabank Arena (Toronto ON)
8/13/2020,Chicago Blackhawks,3,Vegas Golden Knights,4,OT,,2:49,at Rogers Place (Edmonton AB)
8/14/2020,Dallas Stars,0,Calgary Flames,2,,,2:26,at Rogers Place (Edmonton AB)
8/14/2020,Arizona Coyotes,2,Colorado Avalanche,3,,,2:25,at Rogers Place (Edmonton AB)
8/14/2020,Montreal Canadiens,5,Philadelphia Flyers,0,,,2:25,at Scotiabank Arena (Toronto ON)
8/14/2020,Vancouver Canucks,4,St. Louis Blues,3,OT,,3:01,at Rogers Place (Edmonton AB)
8/14/2020,New York Islanders,5,Washington Capitals,2,,,2:41,at Scotiabank Arena (Toronto ON)
8/15/2020,Colorado Avalanche,2,Arizona Coyotes,4,,,2:30,at Rogers Place (Edmonton AB)
8/15/2020,Boston Bruins,3,Carolina Hurricanes,1,,,2:35,at Scotiabank Arena (Toronto ON)
8/15/2020,Tampa Bay Lightning,3,Columbus Blue Jackets,2,,,2:30,at Scotiabank Arena (Toronto ON)
8/15/2020,Vegas Golden Knights,2,Chicago Blackhawks,1,,,2:20,at Rogers Place (Edmonton AB)
8/16/2020,Dallas Stars,5,Calgary Flames,4,OT,,3:21,at Rogers Place (Edmonton AB)
8/16/2020,Vegas Golden Knights,1,Chicago Blackhawks,3,,,2:22,at Rogers Place (Edmonton AB)
8/16/2020,Philadelphia Flyers,1,Montreal Canadiens,0,,,2:35,at Scotiabank Arena (Toronto ON)
8/16/2020,Washington Capitals,1,New York Islanders,2,OT,,2:45,at Scotiabank Arena (Toronto ON)
8/16/2020,St. Louis Blues,3,Vancouver Canucks,2,OT,,3:10,at Rogers Place (Edmonton AB)
8/17/2020,Colorado Avalanche,7,Arizona Coyotes,1,,,2:29,at Rogers Place (Edmonton AB)
8/17/2020,Boston Bruins,4,Carolina Hurricanes,3,,,2:34,at Scotiabank Arena (Toronto ON)
8/17/2020,Tampa Bay Lightning,2,Columbus Blue Jackets,1,,,2:22,at Scotiabank Arena (Toronto ON)
8/17/2020,St. Louis Blues,3,Vancouver Canucks,1,,,2:29,at Rogers Place (Edmonton AB)
8/18/2020,Calgary Flames,1,Dallas Stars,2,,,2:21,at Rogers Place (Edmonton AB)
8/18/2020,Philadelphia Flyers,2,Montreal Canadiens,0,,,2:22,at Scotiabank Arena (Toronto ON)
8/18/2020,Washington Capitals,3,New York Islanders,2,,,2:29,at Scotiabank Arena (Toronto ON)
8/18/2020,Chicago Blackhawks,3,Vegas Golden Knights,4,,,2:21,at Rogers Place (Edmonton AB)
8/19/2020,Carolina Hurricanes,1,Boston Bruins,2,,,2:19,at Scotiabank Arena (Toronto ON)
8/19/2020,Arizona Coyotes,1,Colorado Avalanche,7,,,2:20,at Rogers Place (Edmonton AB)
8/19/2020,Montreal Canadiens,5,Philadelphia Flyers,3,,,2:43,at Scotiabank Arena (Toronto ON)
8/19/2020,Vancouver Canucks,4,St. Louis Blues,3,,,2:23,at Rogers Place (Edmonton AB)
8/19/2020,Columbus Blue Jackets,4,Tampa Bay Lightning,5,OT,,2:54,at Scotiabank Arena (Toronto ON)
8/20/2020,Dallas Stars,7,Calgary Flames,3,,,2:24,at Rogers Place (Edmonton AB)
8/20/2020,New York Islanders,4,Washington Capitals,0,,,2:19,at Scotiabank Arena (Toronto ON)
8/21/2020,Philadelphia Flyers,3,Montreal Canadiens,2,,,2:30,at Scotiabank Arena (Toronto ON)
8/21/2020,St. Louis Blues,2,Vancouver Canucks,6,,,2:29,at Rogers Place (Edmonton AB)
8/22/2020,Dallas Stars,5,Colorado Avalanche,3,,,2:36,at Rogers Place (Edmonton AB)
8/23/2020,Boston Bruins,3,Tampa Bay Lightning,2,,,2:34,at Scotiabank Arena (Toronto ON)
8/23/2020,Vancouver Canucks,0,Vegas Golden Knights,5,,,2:28,at Rogers Place (Edmonton AB)
8/24/2020,Dallas Stars,5,Colorado Avalanche,2,,,2:39,at Rogers Place (Edmonton AB)
8/24/2020,New York Islanders,4,Philadelphia Flyers,0,,,2:28,at Scotiabank Arena (Toronto ON)
8/25/2020,Boston Bruins,3,Tampa Bay Lightning,4,OT,,2:59,at Scotiabank Arena (Toronto ON)
8/25/2020,Vancouver Canucks,5,Vegas Golden Knights,2,,,2:29,at Rogers Place (Edmonton AB)
8/26/2020,Tampa Bay Lightning,7,Boston Bruins,1,,,2:27,at Scotiabank Arena (Toronto ON)
8/26/2020,Colorado Avalanche,6,Dallas Stars,4,,,2:39,at Rogers Place (Edmonton AB)
8/26/2020,New York Islanders,3,Philadelphia Flyers,4,OT,,2:43,at Scotiabank Arena (Toronto ON)
8/29/2020,Tampa Bay Lightning,3,Boston Bruins,1,,,2:31,at Scotiabank Arena (Toronto ON)
8/29/2020,Philadelphia Flyers,1,New York Islanders,3,,,2:24,at Scotiabank Arena (Toronto ON)
8/29/2020,Vegas Golden Knights,3,Vancouver Canucks,0,,,2:31,at Rogers Place (Edmonton AB)
8/30/2020,Colorado Avalanche,4,Dallas Stars,5,,,2:31,at Rogers Place (Edmonton AB)
8/30/2020,Philadelphia Flyers,2,New York Islanders,3,,,2:26,at Scotiabank Arena (Toronto ON)
8/30/2020,Vegas Golden Knights,5,Vancouver Canucks,3,,,2:29,at Rogers Place (Edmonton AB)
8/31/2020,Dallas Stars,3,Colorado Avalanche,6,,,2:40,at Rogers Place (Edmonton AB)
8/31/2020,Boston Bruins,2,Tampa Bay Lightning,3,2OT,,3:58,at Scotiabank Arena (Toronto ON)
9/1/2020,New York Islanders,3,Philadelphia Flyers,4,OT,,3:07,at Scotiabank Arena (Toronto ON)
9/1/2020,Vancouver Canucks,2,Vegas Golden Knights,1,,,2:28,at Rogers Place (Edmonton AB)
9/2/2020,Colorado Avalanche,4,Dallas Stars,1,,,2:22,at Rogers Place (Edmonton AB)
9/3/2020,Philadelphia Flyers,5,New York Islanders,4,2OT,,3:53,at Scotiabank Arena (Toronto ON)
9/3/2020,Vegas Golden Knights,0,Vancouver Canucks,4,,,2:26,at Rogers Place (Edmonton AB)
9/4/2020,Dallas Stars,5,Colorado Avalanche,4,OT,,2:55,at Rogers Place (Edmonton AB)
9/4/2020,Vancouver Canucks,0,Vegas Golden Knights,3,,,2:28,at Rogers Place (Edmonton AB)
9/5/2020,New York Islanders,4,Philadelphia Flyers,0,,,2:23,at Scotiabank Arena (Toronto ON)
9/6/2020,Dallas Stars,1,Vegas Golden Knights,0,,,2:16,at Rogers Place (Edmonton AB)
9/7/2020,New York Islanders,2,Tampa Bay Lightning,8,,,2:28,at Rogers Place (Edmonton AB)
9/8/2020,Dallas Stars,0,Vegas Golden Knights,3,,,2:22,at Rogers Place (Edmonton AB)
9/9/2020,New York Islanders,1,Tampa Bay Lightning,2,,,2:29,at Rogers Place (Edmonton AB)
9/10/2020,Vegas Golden Knights,2,Dallas Stars,3,OT,,2:44,at Rogers Place (Edmonton AB)
9/11/2020,Tampa Bay Lightning,3,New York Islanders,5,,,2:38,at Rogers Place (Edmonton AB)
9/12/2020,Vegas Golden Knights,1,Dallas Stars,2,,,2:32,at Rogers Place (Edmonton AB)
9/13/2020,Tampa Bay Lightning,4,New York Islanders,1,,,2:25,at Rogers Place (Edmonton AB)
9/14/2020,Dallas Stars,3,Vegas Golden Knights,2,OT,,2:48,at Rogers Place (Edmonton AB)
9/15/2020,New York Islanders,2,Tampa Bay Lightning,1,2OT,,3:47,at Rogers Place (Edmonton AB)
9/17/2020,Tampa Bay Lightning,2,New York Islanders,1,OT,,3:03,at Rogers Place (Edmonton AB)
9/19/2020,Dallas Stars,4,Tampa Bay Lightning,1,,,2:21,at Rogers Place (Edmonton AB)
9/21/2020,Dallas Stars,2,Tampa Bay Lightning,3,,,2:40,at Rogers Place (Edmonton AB)
9/23/2020,Tampa Bay Lightning,5,Dallas Stars,2,,,2:26,at Rogers Place (Edmonton AB)
9/25/2020,Tampa Bay Lightning,5,Dallas Stars,4,OT,,3:01,at Rogers Place (Edmonton AB)
9/26/2020,Dallas Stars,3,Tampa Bay Lightning,2,2OT,,3:39,at Rogers Place (Edmonton AB)
9/28/2020,Tampa Bay Lightning,2,Dallas Stars,0,,,2:29,at Rogers Place (Edmonton AB)
9/25/2020,Tampa Bay Lightning,5,Dallas Stars,4,OT,,3:01,at Rogers Place (Edmonton AB)
9/26/2020,Dallas Stars,3,Tampa Bay Lightning,2,2OT,,3:39,at Rogers Place (Edmonton AB)
9/28/2020,Tampa Bay Lightning,2,Dallas Stars,0,,,2:29,at Rogers Place (Edmonton AB)
