Date,Visitor,G,Home,G,,Att.,LOG,Notes
3/7/2021,Ottawa Senators,4,Calgary Flames,3,SO,,2:42,
3/7/2021,Tampa Bay Lightning,6,Chicago Blackhawks,3,,,2:27,
3/7/2021,Nashville Predators,4,Dallas Stars,3,SO,3976,2:44,
3/7/2021,Buffalo Sabres,2,New York Islanders,5,,,2:20,
3/7/2021,Washington Capitals,3,Philadelphia Flyers,1,,3023,2:23,
3/7/2021,New York Rangers,1,Pittsburgh Penguins,5,,2800,2:26,
3/8/2021,Los Angeles Kings,5,Anaheim Ducks,6,OT,,2:27,
3/8/2021,Arizona Coyotes,3,Colorado Avalanche,2,,,2:29,
3/8/2021,Ottawa Senators,2,Edmonton Oilers,3,,,2:23,
3/8/2021,Vegas Golden Knights,0,Minnesota Wild,2,,,2:22,
3/8/2021,St. Louis Blues,2,San Jose Sharks,3,OT,,2:30,
3/8/2021,Montreal Canadiens,1,Vancouver Canucks,2,SO,,2:33,
3/9/2021,Nashville Predators,2,Carolina Hurricanes,3,OT,2924,2:45,
3/9/2021,Florida Panthers,4,Columbus Blue Jackets,2,,3448,2:23,
3/9/2021,Chicago Blackhawks,1,Dallas Stars,6,,4211,2:20,
3/9/2021,Tampa Bay Lightning,4,Detroit Red Wings,3,OT,,2:32,
3/9/2021,Boston Bruins,1,New York Islanders,2,SO,,2:32,
3/9/2021,Buffalo Sabres,4,Philadelphia Flyers,5,SO,2838,2:34,
3/9/2021,New York Rangers,2,Pittsburgh Penguins,4,,2800,2:28,
3/9/2021,Winnipeg Jets,4,Toronto Maple Leafs,3,,,2:16,
3/9/2021,New Jersey Devils,4,Washington Capitals,5,OT,,2:35,
3/10/2021,Los Angeles Kings,5,Anaheim Ducks,1,,,2:21,
3/10/2021,Arizona Coyotes,1,Colorado Avalanche,2,OT,,2:35,
3/10/2021,Ottawa Senators,1,Edmonton Oilers,7,,,2:27,
3/10/2021,Vegas Golden Knights,3,Minnesota Wild,4,,,2:26,
3/10/2021,Montreal Canadiens,5,Vancouver Canucks,1,,,2:27,
3/11/2021,New York Rangers,0,Boston Bruins,4,,,2:22,
3/11/2021,Pittsburgh Penguins,5,Buffalo Sabres,2,,,2:22,
3/11/2021,Nashville Predators,1,Carolina Hurricanes,5,,2924,2:23,
3/11/2021,Florida Panthers,5,Columbus Blue Jackets,4,OT,3739,2:26,
3/11/2021,Montreal Canadiens,1,Calgary Flames,2,,,2:22,
3/11/2021,Chicago Blackhawks,4,Dallas Stars,2,,4213,2:23,
3/11/2021,Tampa Bay Lightning,4,Detroit Red Wings,6,,,2:41,
3/11/2021,New Jersey Devils,3,New York Islanders,5,,1000,2:23,
3/11/2021,Washington Capitals,5,Philadelphia Flyers,3,,2807,2:32,
3/11/2021,Winnipeg Jets,3,Toronto Maple Leafs,4,OT,,2:27,
3/12/2021,San Jose Sharks,6,Anaheim Ducks,0,,,2:24,
3/12/2021,Los Angeles Kings,0,Colorado Avalanche,2,,,2:29,
3/12/2021,Ottawa Senators,2,Edmonton Oilers,6,,,2:24,
3/12/2021,Arizona Coyotes,0,Minnesota Wild,4,,,2:22,
3/12/2021,Vegas Golden Knights,5,St. Louis Blues,4,OT,,2:36,
3/13/2021,San Jose Sharks,3,Anaheim Ducks,1,,,2:25,
3/13/2021,New York Rangers,4,Boston Bruins,0,,,2:32,
3/13/2021,Pittsburgh Penguins,3,Buffalo Sabres,0,,,2:22,
3/13/2021,Dallas Stars,3,Columbus Blue Jackets,4,OT,4160,2:27,
3/13/2021,Montreal Canadiens,1,Calgary Flames,3,,,2:25,
3/13/2021,Chicago Blackhawks,2,Florida Panthers,4,,4721,2:26,
3/13/2021,New York Islanders,3,New Jersey Devils,2,,1800,2:17,
3/13/2021,Washington Capitals,5,Philadelphia Flyers,4,,3083,2:19,
3/13/2021,Vegas Golden Knights,5,St. Louis Blues,1,,,2:27,
3/13/2021,Nashville Predators,3,Tampa Bay Lightning,6,,3800,2:24,
3/13/2021,Winnipeg Jets,5,Toronto Maple Leafs,2,,,2:29,
3/13/2021,Edmonton Oilers,1,Vancouver Canucks,2,,,2:26,
3/14/2021,Dallas Stars,2,Columbus Blue Jackets,1,SO,3992,2:32,
3/14/2021,Los Angeles Kings,1,Colorado Avalanche,4,,,2:19,
3/14/2021,Carolina Hurricanes,2,Detroit Red Wings,1,,,2:23,
3/14/2021,Arizona Coyotes,1,Minnesota Wild,4,,,2:24,
3/14/2021,New York Islanders,3,New Jersey Devils,2,SO,1800,2:48,
3/14/2021,Toronto Maple Leafs,3,Ottawa Senators,4,,,2:23,
3/15/2021,Washington Capitals,6,Buffalo Sabres,0,,,2:18,
3/15/2021,Edmonton Oilers,3,Calgary Flames,4,,,2:22,
3/15/2021,Chicago Blackhawks,3,Florida Panthers,6,,4512,2:32,
3/15/2021,Philadelphia Flyers,5,New York Rangers,4,OT,1639,2:40,
3/15/2021,Vancouver Canucks,3,Ottawa Senators,2,OT,,2:37,
3/15/2021,Boston Bruins,1,Pittsburgh Penguins,4,,2800,2:28,
3/15/2021,Nashville Predators,4,Tampa Bay Lightning,1,,3800,2:28,
3/15/2021,San Jose Sharks,1,Vegas Golden Knights,2,,3473,2:43,
3/15/2021,Montreal Canadiens,4,Winnipeg Jets,2,,,2:30,
3/16/2021,Anaheim Ducks,4,Colorado Avalanche,8,,,2:34,
3/16/2021,Tampa Bay Lightning,4,Dallas Stars,3,SO,4057,2:43,
3/16/2021,Carolina Hurricanes,2,Detroit Red Wings,4,,,2:28,
3/16/2021,Arizona Coyotes,0,Minnesota Wild,3,,,2:23,
3/16/2021,Buffalo Sabres,2,New Jersey Devils,3,,1800,2:27,
3/16/2021,Boston Bruins,2,Pittsburgh Penguins,1,,2800,2:30,
3/16/2021,New York Islanders,1,Washington Capitals,3,,,2:21,
3/17/2021,Edmonton Oilers,7,Calgary Flames,3,,,2:23,
3/17/2021,St. Louis Blues,1,Los Angeles Kings,4,,,2:24,
3/17/2021,Philadelphia Flyers,0,New York Rangers,9,,1723,2:26,
3/17/2021,Vancouver Canucks,3,Ottawa Senators,2,SO,,2:34,
3/17/2021,San Jose Sharks,4,Vegas Golden Knights,5,,3473,2:32,
3/17/2021,Montreal Canadiens,3,Winnipeg Jets,4,OT,,2:22,
3/18/2021,Arizona Coyotes,2,Anaheim Ducks,3,OT,,2:28,
3/18/2021,Boston Bruins,4,Buffalo Sabres,1,,,2:25,
3/18/2021,Columbus Blue Jackets,3,Carolina Hurricanes,2,OT,2924,2:31,
3/18/2021,Minnesota Wild,1,Colorado Avalanche,5,,,2:31,
3/18/2021,Dallas Stars,2,Detroit Red Wings,3,,,2:27,
3/18/2021,Winnipeg Jets,1,Edmonton Oilers,2,,,2:25,
3/18/2021,Nashville Predators,2,Florida Panthers,1,,4559,2:30,
3/18/2021,Pittsburgh Penguins,2,New Jersey Devils,3,,1800,2:33,
3/18/2021,Philadelphia Flyers,4,New York Islanders,3,,1400,2:28,
3/18/2021,Chicago Blackhawks,2,Tampa Bay Lightning,4,,3800,2:22,
3/19/2021,Vegas Golden Knights,4,Los Angeles Kings,2,,,2:29,
3/19/2021,Vancouver Canucks,3,Montreal Canadiens,2,OT,,2:28,
3/19/2021,St. Louis Blues,2,San Jose Sharks,1,SO,,2:41,
3/19/2021,Calgary Flames,4,Toronto Maple Leafs,3,,,2:25,
3/19/2021,New York Rangers,1,Washington Capitals,2,,,2:20,
3/20/2021,Arizona Coyotes,5,Anaheim Ducks,1,,,2:24,
3/20/2021,Columbus Blue Jackets,3,Carolina Hurricanes,2,SO,2924,2:39,
3/20/2021,Minnesota Wild,0,Colorado Avalanche,6,,,2:31,
3/20/2021,Dallas Stars,3,Detroit Red Wings,0,,,2:20,
3/20/2021,Winnipeg Jets,2,Edmonton Oilers,4,,,2:22,
3/20/2021,Nashville Predators,0,Florida Panthers,2,,4358,2:22,
3/20/2021,Vancouver Canucks,4,Montreal Canadiens,5,SO,,2:36,
3/20/2021,Pittsburgh Penguins,3,New Jersey Devils,1,,1800,2:22,
3/20/2021,Philadelphia Flyers,1,New York Islanders,6,,1400,2:18,
3/20/2021,St. Louis Blues,5,San Jose Sharks,2,,,2:25,
3/20/2021,Chicago Blackhawks,1,Tampa Bay Lightning,4,,3800,2:20,
3/20/2021,Calgary Flames,0,Toronto Maple Leafs,2,,,2:25,
3/20/2021,New York Rangers,3,Washington Capitals,1,,,2:28,
3/21/2021,Nashville Predators,4,Dallas Stars,3,SO,4011,2:48,
3/21/2021,Vegas Golden Knights,1,Los Angeles Kings,3,,,2:29,
3/21/2021,New Jersey Devils,2,Pittsburgh Penguins,1,OT,2800,2:21,
3/21/2021,Florida Panthers,3,Tampa Bay Lightning,5,,3800,2:36,
3/22/2021,Colorado Avalanche,5,Arizona Coyotes,1,,2593,2:22,
3/22/2021,Carolina Hurricanes,3,Columbus Blue Jackets,0,,3829,2:17,
3/22/2021,Anaheim Ducks,1,Minnesota Wild,2,,,2:23,
3/22/2021,Buffalo Sabres,3,New York Rangers,5,,1800,2:24,
3/22/2021,Calgary Flames,1,Ottawa Senators,2,,,2:17,
3/22/2021,New York Islanders,2,Philadelphia Flyers,1,OT,2820,2:23,
3/22/2021,Los Angeles Kings,1,San Jose Sharks,2,,,2:22,
3/22/2021,Winnipeg Jets,4,Vancouver Canucks,0,,,2:18,
3/22/2021,St. Louis Blues,1,Vegas Golden Knights,5,,3750,2:22,
3/23/2021,Colorado Avalanche,4,Arizona Coyotes,5,SO,2539,2:41,
3/23/2021,Florida Panthers,2,Chicago Blackhawks,3,,,2:28,
3/23/2021,Tampa Bay Lightning,2,Dallas Stars,1,,4103,2:32,
3/23/2021,Detroit Red Wings,0,Nashville Predators,2,,,2:24,
3/23/2021,New Jersey Devils,4,Philadelphia Flyers,3,,2882,2:28,
3/24/2021,Anaheim Ducks,2,Minnesota Wild,3,,,2:29,
3/24/2021,Calgary Flames,1,Ottawa Senators,3,,,2:16,
3/24/2021,Buffalo Sabres,2,Pittsburgh Penguins,5,,2800,2:26,
3/24/2021,Los Angeles Kings,2,San Jose Sharks,4,,,2:24,
3/24/2021,Winnipeg Jets,5,Vancouver Canucks,1,,,2:24,
3/25/2021,New York Islanders,4,Boston Bruins,3,OT,2191,2:40,
3/25/2021,Carolina Hurricanes,4,Columbus Blue Jackets,3,OT,4033,2:32,
3/25/2021,Florida Panthers,0,Chicago Blackhawks,3,,,2:21,
3/25/2021,Vegas Golden Knights,1,Colorado Avalanche,5,,,2:30,
3/25/2021,Tampa Bay Lightning,3,Dallas Stars,4,,4187,2:34,
3/25/2021,St. Louis Blues,0,Minnesota Wild,2,,,2:21,
3/25/2021,Detroit Red Wings,1,Nashville Predators,7,,,2:28,
3/25/2021,Toronto Maple Leafs,3,Ottawa Senators,2,OT,,2:41,
3/25/2021,New York Rangers,8,Philadelphia Flyers,3,,2854,2:32,
3/25/2021,Buffalo Sabres,0,Pittsburgh Penguins,4,,2800,2:25,
3/25/2021,New Jersey Devils,3,Washington Capitals,4,,,2:31,
3/26/2021,San Jose Sharks,2,Arizona Coyotes,5,,3007,2:23,
3/26/2021,Winnipeg Jets,3,Calgary Flames,2,,,2:24,
3/26/2021,Anaheim Ducks,4,St. Louis Blues,1,,,2:23,
3/26/2021,New Jersey Devils,0,Washington Capitals,4,,,2:25,
3/27/2021,San Jose Sharks,0,Arizona Coyotes,4,,3217,2:27,
3/27/2021,Buffalo Sabres,2,Boston Bruins,3,,2191,2:28,
3/27/2021,Tampa Bay Lightning,3,Carolina Hurricanes,4,,4433,2:31,
3/27/2021,Winnipeg Jets,2,Calgary Flames,4,,,2:22,
3/27/2021,Nashville Predators,3,Chicago Blackhawks,1,,,2:15,
3/27/2021,Vegas Golden Knights,3,Colorado Avalanche,2,OT,,2:29,
3/27/2021,Florida Panthers,4,Dallas Stars,3,OT,4209,2:44,
3/27/2021,Columbus Blue Jackets,1,Detroit Red Wings,3,,,2:20,
3/27/2021,New York Rangers,1,Philadelphia Flyers,2,,3069,2:24,
3/27/2021,New York Islanders,3,Pittsburgh Penguins,6,,2800,2:23,
3/27/2021,Edmonton Oilers,3,Toronto Maple Leafs,4,OT,,2:27,
3/28/2021,New Jersey Devils,1,Boston Bruins,0,,2191,2:46,
3/28/2021,Nashville Predators,3,Chicago Blackhawks,2,,,2:22,
3/28/2021,Florida Panthers,4,Dallas Stars,1,,4026,2:35,
3/28/2021,Columbus Blue Jackets,1,Detroit Red Wings,4,,,2:18,
3/28/2021,Anaheim Ducks,3,St. Louis Blues,2,OT,,2:30,
3/28/2021,New York Rangers,4,Washington Capitals,5,,,2:28,
3/29/2021,Philadelphia Flyers,4,Buffalo Sabres,3,OT,,2:31,
3/29/2021,Winnipeg Jets,5,Calgary Flames,1,,,2:24,
3/29/2021,Anaheim Ducks,2,Colorado Avalanche,5,,,2:31,
3/29/2021,New York Islanders,1,Pittsburgh Penguins,2,,2800,2:26,
3/29/2021,Minnesota Wild,3,San Jose Sharks,4,SO,,2:37,
3/29/2021,Edmonton Oilers,3,Toronto Maple Leafs,2,OT,,2:24,
3/29/2021,Los Angeles Kings,1,Vegas Golden Knights,4,,3950,2:13,
3/30/2021,New Jersey Devils,4,Boston Bruins,5,SO,2191,2:50,
3/30/2021,Carolina Hurricanes,1,Chicago Blackhawks,2,,,2:25,
3/30/2021,Detroit Red Wings,1,Florida Panthers,4,,4321,2:23,
3/30/2021,Edmonton Oilers,0,Montreal Canadiens,4,,,2:29,
3/30/2021,Dallas Stars,2,Nashville Predators,3,OT,,2:26,
3/30/2021,Washington Capitals,2,New York Rangers,5,,1761,2:27,
3/30/2021,Columbus Blue Jackets,3,Tampa Bay Lightning,1,,3800,2:41,
3/31/2021,Philadelphia Flyers,1,Buffalo Sabres,6,,,2:21,
3/31/2021,Arizona Coyotes,3,Colorado Avalanche,9,,,2:34,
3/31/2021,Minnesota Wild,2,San Jose Sharks,4,,,2:28,
3/31/2021,Los Angeles Kings,4,Vegas Golden Knights,2,,3950,2:26,
3/31/2021,Toronto Maple Leafs,3,Winnipeg Jets,1,,,2:23,
4/1/2021,Pittsburgh Penguins,4,Boston Bruins,1,,2191,2:33,
4/1/2021,New York Rangers,3,Buffalo Sabres,2,OT,,2:26,
4/1/2021,Carolina Hurricanes,4,Chicago Blackhawks,3,,,2:31,
4/1/2021,Detroit Red Wings,2,Florida Panthers,3,OT,4359,2:35,
4/1/2021,Dallas Stars,4,Nashville Predators,1,,,2:24,
4/1/2021,Washington Capitals,4,New York Islanders,8,,1400,2:33,
4/1/2021,Montreal Canadiens,4,Ottawa Senators,1,,,2:22,
4/1/2021,Columbus Blue Jackets,2,Tampa Bay Lightning,3,,3800,2:28,
4/1/2021,Minnesota Wild,3,Vegas Golden Knights,2,SO,3950,2:36,
4/2/2021,Arizona Coyotes,4,Anaheim Ducks,2,,,2:26,
4/2/2021,St. Louis Blues,2,Colorado Avalanche,3,,4039,2:28,
4/2/2021,Calgary Flames,2,Edmonton Oilers,3,,,2:21,
4/2/2021,San Jose Sharks,3,Los Angeles Kings,0,,,2:26,
4/2/2021,Washington Capitals,2,New Jersey Devils,1,OT,3600,2:29,
4/2/2021,Toronto Maple Leafs,2,Winnipeg Jets,1,SO,,2:28,
4/3/2021,Pittsburgh Penguins,5,Boston Bruins,7,,2191,2:44,
4/3/2021,New York Rangers,2,Buffalo Sabres,3,SO,,2:39,
4/3/2021,Dallas Stars,3,Carolina Hurricanes,2,,4987,2:30,
4/3/2021,St. Louis Blues,1,Colorado Avalanche,2,,4035,2:29,
4/3/2021,Columbus Blue Jackets,2,Florida Panthers,5,,4375,2:28,
4/3/2021,San Jose Sharks,3,Los Angeles Kings,2,,,2:18,
4/3/2021,Ottawa Senators,6,Montreal Canadiens,3,,,2:33,
4/3/2021,Chicago Blackhawks,0,Nashville Predators,3,,,2:26,
4/3/2021,Philadelphia Flyers,2,New York Islanders,3,SO,1400,2:41,
4/3/2021,Detroit Red Wings,1,Tampa Bay Lightning,2,,3800,2:17,
4/3/2021,Minnesota Wild,2,Vegas Golden Knights,1,,3950,2:24,
4/4/2021,Arizona Coyotes,3,Anaheim Ducks,2,OT,,2:37,
4/4/2021,Dallas Stars,0,Carolina Hurricanes,1,,4987,2:21,
4/4/2021,Toronto Maple Leafs,4,Calgary Flames,2,,,2:17,
4/4/2021,Columbus Blue Jackets,0,Florida Panthers,3,,4069,2:20,
4/4/2021,Washington Capitals,5,New Jersey Devils,4,,3600,2:32,
4/4/2021,Detroit Red Wings,5,Tampa Bay Lightning,1,,3800,2:20,
4/5/2021,Philadelphia Flyers,3,Boston Bruins,2,OT,2191,2:38,
4/5/2021,Toronto Maple Leafs,5,Calgary Flames,3,,,2:27,
4/5/2021,Arizona Coyotes,5,Los Angeles Kings,2,,,2:35,
4/5/2021,Colorado Avalanche,5,Minnesota Wild,4,,3000,3:00,
4/5/2021,Edmonton Oilers,2,Montreal Canadiens,3,OT,,2:29,
4/5/2021,Vegas Golden Knights,6,St. Louis Blues,1,,,2:44,
4/5/2021,Ottawa Senators,3,Winnipeg Jets,4,,,2:20,
4/6/2021,Florida Panthers,2,Carolina Hurricanes,5,,4987,2:30,
4/6/2021,Tampa Bay Lightning,2,Columbus Blue Jackets,4,,4080,2:30,
4/6/2021,Dallas Stars,2,Chicago Blackhawks,4,,,2:30,
4/6/2021,Nashville Predators,3,Detroit Red Wings,2,SO,,2:32,
4/6/2021,Buffalo Sabres,5,New Jersey Devils,3,,3600,2:22,
4/6/2021,Washington Capitals,0,New York Islanders,1,,1400,2:28,
4/6/2021,Pittsburgh Penguins,4,New York Rangers,8,,1693,2:30,
4/6/2021,Boston Bruins,4,Philadelphia Flyers,2,,2638,2:36,
4/6/2021,Anaheim Ducks,5,San Jose Sharks,1,,,2:24,
4/7/2021,Arizona Coyotes,3,Los Angeles Kings,4,,,2:27,
4/7/2021,Colorado Avalanche,3,Minnesota Wild,8,,3000,2:47,
4/7/2021,Edmonton Oilers,4,Ottawa Senators,2,,,2:20,
4/7/2021,Vegas Golden Knights,1,St. Louis Blues,3,,,2:29,
4/7/2021,Montreal Canadiens,2,Toronto Maple Leafs,3,,,2:27,
4/8/2021,New Jersey Devils,6,Buffalo Sabres,3,,,2:20,
4/8/2021,Florida Panthers,0,Carolina Hurricanes,3,,4987,2:29,
4/8/2021,Tampa Bay Lightning,6,Columbus Blue Jackets,4,,4143,2:37,
4/8/2021,Dallas Stars,5,Chicago Blackhawks,1,,,2:22,
4/8/2021,Nashville Predators,7,Detroit Red Wings,1,,,2:26,
4/8/2021,Winnipeg Jets,4,Montreal Canadiens,2,,,2:25,
4/8/2021,Philadelphia Flyers,2,New York Islanders,3,SO,1400,2:43,
4/8/2021,Pittsburgh Penguins,5,New York Rangers,2,,1800,2:25,
4/8/2021,Edmonton Oilers,3,Ottawa Senators,1,,,2:19,
4/8/2021,Boston Bruins,4,Washington Capitals,2,,,2:34,
4/9/2021,Colorado Avalanche,2,Anaheim Ducks,0,,,2:21,
4/9/2021,Washington Capitals,4,Buffalo Sabres,3,,,2:31,
4/9/2021,Pittsburgh Penguins,6,New Jersey Devils,4,,3600,2:27,
4/9/2021,New York Rangers,4,New York Islanders,1,,1400,2:25,
4/9/2021,Los Angeles Kings,2,San Jose Sharks,5,,,2:27,
4/9/2021,Minnesota Wild,1,St. Louis Blues,9,,,2:27,
4/9/2021,Arizona Coyotes,4,Vegas Golden Knights,7,,3950,2:25,
4/10/2021,Detroit Red Wings,5,Carolina Hurricanes,4,SO,4987,2:41,
4/10/2021,Chicago Blackhawks,4,Columbus Blue Jackets,3,,4502,2:53,
4/10/2021,Edmonton Oilers,0,Calgary Flames,5,,,2:28,
4/10/2021,Florida Panthers,1,Dallas Stars,4,,4165,2:27,
4/10/2021,Winnipeg Jets,5,Montreal Canadiens,0,,,2:22,
4/10/2021,Tampa Bay Lightning,3,Nashville Predators,0,,,2:33,
4/10/2021,Boston Bruins,2,Philadelphia Flyers,3,,3025,2:29,
4/10/2021,Los Angeles Kings,4,San Jose Sharks,2,,,2:22,
4/10/2021,Minnesota Wild,2,St. Louis Blues,3,OT,,2:31,
4/10/2021,Ottawa Senators,5,Toronto Maple Leafs,6,,,2:20,
4/11/2021,Colorado Avalanche,4,Anaheim Ducks,1,,,2:39,
4/11/2021,Washington Capitals,8,Boston Bruins,1,,2191,2:32,
4/11/2021,Pittsburgh Penguins,5,New Jersey Devils,2,,3600,2:29,
4/11/2021,Dallas Stars,2,Nashville Predators,3,SO,,2:32,
4/11/2021,New York Rangers,2,New York Islanders,3,OT,1400,2:42,
4/11/2021,Buffalo Sabres,5,Philadelphia Flyers,3,,3250,2:31,
4/11/2021,Arizona Coyotes,0,Vegas Golden Knights,1,,3950,2:25,
4/12/2021,Detroit Red Wings,3,Carolina Hurricanes,1,,4987,2:30,
4/12/2021,Chicago Blackhawks,4,Columbus Blue Jackets,3,OT,4093,2:31,
4/12/2021,Arizona Coyotes,2,Colorado Avalanche,4,,4042,2:42,
4/12/2021,Vegas Golden Knights,4,Los Angeles Kings,2,,,2:20,
4/12/2021,Toronto Maple Leafs,2,Montreal Canadiens,4,,,2:21,
4/12/2021,Winnipeg Jets,2,Ottawa Senators,4,,,2:20,
4/12/2021,Anaheim Ducks,4,San Jose Sharks,0,,,2:24,
4/13/2021,Buffalo Sabres,2,Boston Bruins,3,SO,2191,2:45,
4/13/2021,Florida Panthers,3,Dallas Stars,2,OT,4199,2:47,
4/13/2021,New York Rangers,3,New Jersey Devils,0,,3600,2:15,
4/13/2021,Tampa Bay Lightning,2,Nashville Predators,7,,,2:25,
4/13/2021,Calgary Flames,3,Toronto Maple Leafs,2,OT,,2:23,
4/13/2021,Philadelphia Flyers,1,Washington Capitals,6,,,2:26,
4/14/2021,Vegas Golden Knights,6,Los Angeles Kings,2,,,2:24,
4/14/2021,Arizona Coyotes,2,Minnesota Wild,5,,3000,2:18,
4/14/2021,Calgary Flames,4,Montreal Canadiens,1,,,2:22,
4/14/2021,Winnipeg Jets,3,Ottawa Senators,2,,,2:23,
4/14/2021,Anaheim Ducks,4,San Jose Sharks,1,,,2:31,
4/14/2021,Colorado Avalanche,4,St. Louis Blues,3,,,2:33,
4/15/2021,New York Islanders,1,Boston Bruins,4,,2191,2:34,
4/15/2021,Nashville Predators,1,Carolina Hurricanes,4,,4987,2:27,
4/15/2021,Columbus Blue Jackets,1,Dallas Stars,4,,4201,2:20,
4/15/2021,Chicago Blackhawks,1,Detroit Red Wings,4,,,2:14,
4/15/2021,New Jersey Devils,0,New York Rangers,4,,1688,2:16,
4/15/2021,Philadelphia Flyers,2,Pittsburgh Penguins,1,SO,4672,2:40,
4/15/2021,Florida Panthers,2,Tampa Bay Lightning,3,OT,3800,2:25,
4/15/2021,Winnipeg Jets,5,Toronto Maple Leafs,2,,,2:20,
4/15/2021,Buffalo Sabres,5,Washington Capitals,2,,,2:21,
4/16/2021,Vegas Golden Knights,4,Anaheim Ducks,0,,1717,2:21,
4/16/2021,New York Islanders,0,Boston Bruins,3,,2191,2:26,
4/16/2021,San Jose Sharks,2,Minnesota Wild,3,,3000,2:19,
4/16/2021,Calgary Flames,1,Montreal Canadiens,2,,,2:18,
4/17/2021,St. Louis Blues,2,Arizona Coyotes,3,,3981,2:19,
4/17/2021,Pittsburgh Penguins,3,Buffalo Sabres,2,,,2:17,
4/17/2021,Nashville Predators,1,Carolina Hurricanes,3,,4987,2:28,
4/17/2021,Columbus Blue Jackets,1,Dallas Stars,5,,5643,2:27,
4/17/2021,Chicago Blackhawks,4,Detroit Red Wings,0,,,2:22,
4/17/2021,San Jose Sharks,2,Minnesota Wild,5,,3000,2:23,
4/17/2021,Ottawa Senators,4,Montreal Canadiens,0,,,2:17,
4/17/2021,New Jersey Devils,3,New York Rangers,6,,1800,2:24,
4/17/2021,Washington Capitals,6,Philadelphia Flyers,3,,3430,2:28,
4/17/2021,Florida Panthers,5,Tampa Bay Lightning,3,,3800,2:23,
4/17/2021,Edmonton Oilers,3,Winnipeg Jets,0,,,2:15,
4/18/2021,Vegas Golden Knights,5,Anaheim Ducks,2,,1717,2:25,
4/18/2021,Washington Capitals,3,Boston Bruins,6,,2191,2:35,
4/18/2021,Pittsburgh Penguins,2,Buffalo Sabres,4,,,2:25,
4/18/2021,New York Rangers,5,New Jersey Devils,3,,3500,2:24,
4/18/2021,New York Islanders,1,Philadelphia Flyers,0,OT,3603,2:25,
4/18/2021,Toronto Maple Leafs,2,Vancouver Canucks,3,OT,,2:24,
4/19/2021,Minnesota Wild,5,Arizona Coyotes,2,,3481,2:24,
4/19/2021,Ottawa Senators,4,Calgary Flames,2,,,2:22,
4/19/2021,Detroit Red Wings,2,Dallas Stars,3,SO,4812,2:32,
4/19/2021,Montreal Canadiens,1,Edmonton Oilers,4,,,2:26,
4/19/2021,Columbus Blue Jackets,2,Florida Panthers,4,,4041,2:30,
4/19/2021,Chicago Blackhawks,2,Nashville Predators,5,,,2:27,
4/19/2021,Carolina Hurricanes,2,Tampa Bay Lightning,3,OT,3800,2:36,
4/19/2021,San Jose Sharks,2,Vegas Golden Knights,3,SO,3950,2:43,
4/20/2021,Boston Bruins,2,Buffalo Sabres,0,,,2:39,
4/20/2021,Detroit Red Wings,2,Dallas Stars,5,,5148,2:25,
4/20/2021,Columbus Blue Jackets,1,Florida Panthers,5,,4132,2:27,
4/20/2021,Anaheim Ducks,1,Los Angeles Kings,4,,1431,2:26,
4/20/2021,New York Rangers,1,New York Islanders,6,,1400,2:11,
4/20/2021,New Jersey Devils,6,Pittsburgh Penguins,7,,4672,2:31,
4/20/2021,Carolina Hurricanes,4,Tampa Bay Lightning,1,,3800,2:28,
4/20/2021,Toronto Maple Leafs,3,Vancouver Canucks,6,,,2:25,
4/21/2021,Minnesota Wild,4,Arizona Coyotes,1,,3736,2:23,
4/21/2021,Nashville Predators,4,Chicago Blackhawks,5,OT,,2:26,
4/21/2021,Montreal Canadiens,4,Edmonton Oilers,3,,,2:25,
4/21/2021,San Jose Sharks,2,Vegas Golden Knights,5,,3950,2:26,
4/22/2021,Boston Bruins,5,Buffalo Sabres,1,,,2:24,
4/22/2021,Dallas Stars,3,Detroit Red Wings,7,,,2:29,
4/22/2021,Carolina Hurricanes,4,Florida Panthers,2,,4683,2:39,
4/22/2021,Washington Capitals,1,New York Islanders,0,SO,1400,2:28,
4/22/2021,Philadelphia Flyers,3,New York Rangers,2,,1800,2:30,
4/22/2021,New Jersey Devils,1,Pittsburgh Penguins,5,,4672,2:15,
4/22/2021,Colorado Avalanche,4,St. Louis Blues,2,,,2:26,
4/22/2021,Columbus Blue Jackets,1,Tampa Bay Lightning,3,,4200,2:23,
4/22/2021,Ottawa Senators,3,Vancouver Canucks,0,,,2:25,
4/22/2021,Toronto Maple Leafs,5,Winnipeg Jets,3,,,2:19,
4/23/2021,Boston Bruins,4,Buffalo Sabres,6,,,2:31,
4/23/2021,Montreal Canadiens,2,Calgary Flames,4,,,2:28,
4/23/2021,Nashville Predators,3,Chicago Blackhawks,1,,,2:21,
4/23/2021,Minnesota Wild,4,Los Angeles Kings,2,,1091,2:21,
4/23/2021,Philadelphia Flyers,1,New York Rangers,4,,1800,2:22,
4/24/2021,Vegas Golden Knights,5,Anaheim Ducks,1,,1717,2:25,
4/24/2021,Montreal Canadiens,2,Calgary Flames,5,,,2:31,
4/24/2021,Dallas Stars,2,Detroit Red Wings,1,OT,,2:24,
4/24/2021,Carolina Hurricanes,3,Florida Panthers,4,OT,4838,2:31,
4/24/2021,Arizona Coyotes,4,Los Angeles Kings,0,,1497,2:25,
4/24/2021,Washington Capitals,6,New York Islanders,3,,1400,2:28,
4/24/2021,New Jersey Devils,2,Pittsburgh Penguins,4,,4672,2:24,
4/24/2021,Minnesota Wild,6,San Jose Sharks,3,,,2:20,
