Date,Visitor,G,Home,G,,Att.,LOG,Notes
1/19/2021,Winnipeg Jets,4,Ottawa Senators,3,OT,,2:29,
1/19/2021,Buffalo Sabres,0,Philadelphia Flyers,3,,,2:29,
1/19/2021,Washington Capitals,4,Pittsburgh Penguins,5,OT,,2:34,
1/20/2021,Minnesota Wild,3,Anaheim Ducks,2,,,2:33,
1/20/2021,San Jose Sharks,2,St. Louis Blues,1,SO,,2:36,
1/20/2021,Edmonton Oilers,3,Toronto Maple Leafs,1,,,2:17,
1/20/2021,Montreal Canadiens,5,Vancouver Canucks,6,SO,,2:31,
1/20/2021,Arizona Coyotes,2,Vegas Golden Knights,5,,,2:24,
1/21/2021,Philadelphia Flyers,4,Boston Bruins,5,SO,,2:46,
1/21/2021,Tampa Bay Lightning,3,Columbus Blue Jackets,2,OT,,2:29,
1/21/2021,Colorado Avalanche,2,Los Angeles Kings,4,,,2:25,
1/21/2021,New Jersey Devils,1,New York Islanders,4,,,2:25,
1/21/2021,Winnipeg Jets,4,Ottawa Senators,1,,,2:25,
1/21/2021,Montreal Canadiens,7,Vancouver Canucks,3,,,2:31,
1/22/2021,Colorado Avalanche,3,Anaheim Ducks,2,OT,,2:35,
1/22/2021,Vegas Golden Knights,2,Arizona Coyotes,5,,2712,2:21,
1/22/2021,Detroit Red Wings,1,Chicago Blackhawks,4,,,2:17,
1/22/2021,Nashville Predators,0,Dallas Stars,7,,4214,2:32,
1/22/2021,San Jose Sharks,1,Minnesota Wild,4,,,2:28,
1/22/2021,New York Rangers,3,Pittsburgh Penguins,4,SO,,2:27,
1/22/2021,Edmonton Oilers,2,Toronto Maple Leafs,4,,,2:21,
1/22/2021,Buffalo Sabres,3,Washington Capitals,4,SO,,2:39,
1/23/2021,Philadelphia Flyers,1,Boston Bruins,6,,,2:26,
1/23/2021,Tampa Bay Lightning,2,Columbus Blue Jackets,5,,,2:26,
1/23/2021,Los Angeles Kings,2,St. Louis Blues,4,,,2:27,
1/23/2021,Montreal Canadiens,5,Vancouver Canucks,2,,,2:29,
1/23/2021,Ottawa Senators,3,Winnipeg Jets,6,,,2:27,
1/24/2021,Colorado Avalanche,1,Anaheim Ducks,3,,,2:19,
1/24/2021,Vegas Golden Knights,1,Arizona Coyotes,0,,2672,2:17,
1/24/2021,Toronto Maple Leafs,3,Calgary Flames,2,,,2:22,
1/24/2021,Detroit Red Wings,2,Chicago Blackhawks,6,,,2:11,
1/24/2021,Nashville Predators,2,Dallas Stars,3,,4056,2:28,
1/24/2021,San Jose Sharks,5,Minnesota Wild,3,,,2:36,
1/24/2021,New York Islanders,0,New Jersey Devils,2,,,2:24,
1/24/2021,New York Rangers,2,Pittsburgh Penguins,3,,,2:25,
1/24/2021,Los Angeles Kings,6,St. Louis Blues,3,,,2:28,
1/24/2021,Edmonton Oilers,4,Winnipeg Jets,3,,,2:27,
1/24/2021,Buffalo Sabres,4,Washington Capitals,3,SO,,2:44,
1/25/2021,Ottawa Senators,1,Vancouver Canucks,7,,,2:30,
1/26/2021,Anaheim Ducks,1,Arizona Coyotes,0,,1808,2:25,
1/26/2021,Pittsburgh Penguins,2,Boston Bruins,3,OT,,2:40,
1/26/2021,New York Rangers,2,Buffalo Sabres,3,,,2:22,
1/26/2021,Florida Panthers,4,Columbus Blue Jackets,3,SO,,2:29,
1/26/2021,Toronto Maple Leafs,4,Calgary Flames,3,,,2:24,
1/26/2021,San Jose Sharks,3,Colorado Avalanche,7,,,2:32,
1/26/2021,Detroit Red Wings,1,Dallas Stars,2,OT,4109,2:26,
1/26/2021,Los Angeles Kings,2,Minnesota Wild,1,,,2:22,
1/26/2021,Philadelphia Flyers,5,New Jersey Devils,3,,,2:24,
1/26/2021,Chicago Blackhawks,2,Nashville Predators,3,OT,,2:28,
1/26/2021,St. Louis Blues,5,Vegas Golden Knights,4,SO,,2:41,
1/26/2021,Edmonton Oilers,4,Winnipeg Jets,6,,,2:21,
1/26/2021,New York Islanders,2,Washington Capitals,3,,,2:25,
1/27/2021,Chicago Blackhawks,1,Nashville Predators,2,SO,,2:24,
1/27/2021,Ottawa Senators,1,Vancouver Canucks,5,,,2:22,
1/28/2021,Anaheim Ducks,2,Arizona Coyotes,3,,2252,2:25,
1/28/2021,Pittsburgh Penguins,1,Boston Bruins,4,,,2:15,
1/28/2021,New York Rangers,3,Buffalo Sabres,2,OT,,2:28,
1/28/2021,Tampa Bay Lightning,0,Carolina Hurricanes,1,OT,,2:23,
1/28/2021,Florida Panthers,2,Columbus Blue Jackets,3,SO,,2:30,
1/28/2021,San Jose Sharks,0,Colorado Avalanche,3,,,2:25,
1/28/2021,Detroit Red Wings,3,Dallas Stars,7,,4214,2:27,
1/28/2021,Toronto Maple Leafs,4,Edmonton Oilers,3,,,2:22,
1/28/2021,Los Angeles Kings,3,Minnesota Wild,5,,,2:32,
1/28/2021,Calgary Flames,2,Montreal Canadiens,4,,,2:27,
1/28/2021,Philadelphia Flyers,3,New Jersey Devils,1,,,2:19,
1/28/2021,Ottawa Senators,1,Vancouver Canucks,4,,,2:20,
1/28/2021,New York Islanders,3,Washington Capitals,6,,,2:28,
1/29/2021,Columbus Blue Jackets,2,Chicago Blackhawks,1,,,2:16,
1/30/2021,St. Louis Blues,6,Anaheim Ducks,1,,,2:19,
1/30/2021,New Jersey Devils,3,Buffalo Sabres,4,SO,,2:39,
1/30/2021,Dallas Stars,1,Carolina Hurricanes,4,,,2:33,
1/30/2021,Florida Panthers,3,Detroit Red Wings,2,OT,,2:30,
1/30/2021,Toronto Maple Leafs,3,Edmonton Oilers,4,OT,,2:31,
1/30/2021,Colorado Avalanche,5,Minnesota Wild,1,,,2:31,
1/30/2021,Calgary Flames,2,Montreal Canadiens,0,,,2:31,
1/30/2021,Pittsburgh Penguins,5,New York Rangers,4,OT,,2:27,
1/30/2021,New York Islanders,2,Philadelphia Flyers,3,OT,,2:19,
1/30/2021,Nashville Predators,3,Tampa Bay Lightning,4,,,2:35,
1/30/2021,Vancouver Canucks,4,Winnipeg Jets,1,,,2:22,
1/30/2021,Boston Bruins,3,Washington Capitals,4,OT,,2:28,
1/31/2021,St. Louis Blues,4,Anaheim Ducks,1,,,2:23,
1/31/2021,New Jersey Devils,5,Buffalo Sabres,3,,,2:24,
1/31/2021,Dallas Stars,3,Carolina Hurricanes,4,SO,,2:42,
1/31/2021,Columbus Blue Jackets,1,Chicago Blackhawks,3,,,2:15,
1/31/2021,Florida Panthers,3,Detroit Red Wings,2,,,2:29,
1/31/2021,Ottawa Senators,5,Edmonton Oilers,8,,,2:33,
1/31/2021,Colorado Avalanche,3,Minnesota Wild,4,OT,,2:31,
1/31/2021,New York Islanders,3,Philadelphia Flyers,4,OT,,2:25,
2/1/2021,Vancouver Canucks,2,Montreal Canadiens,6,,,2:20,
2/1/2021,Pittsburgh Penguins,1,New York Rangers,3,,,2:20,
2/1/2021,Nashville Predators,2,Tampa Bay Lightning,5,,,2:25,
2/1/2021,Calgary Flames,4,Winnipeg Jets,3,SO,,2:18,
2/1/2021,Boston Bruins,5,Washington Capitals,3,,,2:27,
2/2/2021,Dallas Stars,6,Columbus Blue Jackets,3,,,2:21,
2/2/2021,Carolina Hurricanes,4,Chicago Blackhawks,3,SO,,2:34,
2/2/2021,Minnesota Wild,1,Colorado Avalanche,2,,,2:29,
2/2/2021,Ottawa Senators,2,Edmonton Oilers,4,,,2:26,
2/2/2021,Anaheim Ducks,3,Los Angeles Kings,1,,,2:19,
2/2/2021,Vancouver Canucks,3,Montreal Canadiens,5,,,2:28,
2/2/2021,Arizona Coyotes,3,St. Louis Blues,4,,,2:30,
2/2/2021,Calgary Flames,2,Winnipeg Jets,3,,,2:17,
2/3/2021,Boston Bruins,4,Philadelphia Flyers,3,OT,,2:27,
2/3/2021,Detroit Red Wings,1,Tampa Bay Lightning,5,,,2:18,
2/4/2021,Dallas Stars,3,Columbus Blue Jackets,4,,,2:24,
2/4/2021,Carolina Hurricanes,4,Chicago Blackhawks,6,,,2:32,
2/4/2021,Nashville Predators,6,Florida Panthers,5,OT,3698,2:39,
2/4/2021,Ottawa Senators,3,Montreal Canadiens,2,,,2:26,
2/4/2021,Washington Capitals,2,New York Rangers,4,,,2:27,
2/4/2021,Arizona Coyotes,4,St. Louis Blues,3,,,2:22,
2/4/2021,Vancouver Canucks,3,Toronto Maple Leafs,7,,,2:25,
2/4/2021,Calgary Flames,1,Winnipeg Jets,4,,,2:17,
2/5/2021,San Jose Sharks,5,Anaheim Ducks,4,SO,,2:41,
2/5/2021,Nashville Predators,1,Florida Panthers,2,,,2:33,
2/5/2021,Boston Bruins,2,Philadelphia Flyers,1,,,2:30,
2/5/2021,Detroit Red Wings,1,Tampa Bay Lightning,3,,,2:21,
2/5/2021,Los Angeles Kings,2,Vegas Golden Knights,5,,,2:31,
2/6/2021,San Jose Sharks,1,Anaheim Ducks,2,SO,,2:36,
2/6/2021,Edmonton Oilers,4,Calgary Flames,6,,,2:33,
2/6/2021,Pittsburgh Penguins,3,New York Islanders,4,,,2:15,
2/6/2021,Montreal Canadiens,2,Ottawa Senators,1,,,2:28,
2/6/2021,Arizona Coyotes,3,St. Louis Blues,1,,,2:21,
2/6/2021,Vancouver Canucks,1,Toronto Maple Leafs,5,,,2:25,
2/7/2021,Carolina Hurricanes,6,Columbus Blue Jackets,5,,,2:33,
2/7/2021,Chicago Blackhawks,2,Dallas Stars,1,OT,4203,2:29,
2/7/2021,Detroit Red Wings,4,Florida Panthers,1,,3706,2:26,
2/7/2021,Los Angeles Kings,3,Vegas Golden Knights,4,,,2:21,
2/7/2021,Philadelphia Flyers,7,Washington Capitals,4,,,2:18,
2/8/2021,Carolina Hurricanes,2,Columbus Blue Jackets,3,,,2:29,
2/8/2021,Tampa Bay Lightning,4,Nashville Predators,1,,,2:28,
2/8/2021,New York Islanders,2,New York Rangers,0,,,2:16,
2/8/2021,Edmonton Oilers,3,Ottawa Senators,1,,,2:25,
2/8/2021,Arizona Coyotes,4,St. Louis Blues,3,SO,,2:42,
2/8/2021,Vancouver Canucks,1,Toronto Maple Leafs,3,,,2:18,
2/9/2021,Winnipeg Jets,2,Calgary Flames,3,,,2:22,
2/9/2021,Chicago Blackhawks,2,Dallas Stars,1,OT,4059,2:22,
2/9/2021,Detroit Red Wings,1,Florida Panthers,2,,3477,2:14,
2/9/2021,San Jose Sharks,4,Los Angeles Kings,3,SO,,2:30,
2/9/2021,Tampa Bay Lightning,6,Nashville Predators,1,,,2:33,
2/9/2021,Edmonton Oilers,3,Ottawa Senators,2,,,2:26,
2/9/2021,Anaheim Ducks,4,Vegas Golden Knights,5,,,2:23,
2/10/2021,Toronto Maple Leafs,4,Montreal Canadiens,2,,,2:23,
2/10/2021,Boston Bruins,3,New York Rangers,2,OT,,2:32,
2/11/2021,Columbus Blue Jackets,6,Chicago Blackhawks,5,,,2:19,
2/11/2021,Carolina Hurricanes,5,Dallas Stars,3,,3687,2:41,
2/11/2021,Tampa Bay Lightning,2,Florida Panthers,5,,3808,2:21,
2/11/2021,San Jose Sharks,2,Los Angeles Kings,6,,,2:24,
2/11/2021,Edmonton Oilers,3,Montreal Canadiens,0,,,2:21,
2/11/2021,Detroit Red Wings,2,Nashville Predators,3,,,2:22,
2/11/2021,Pittsburgh Penguins,4,New York Islanders,3,SO,,2:40,
2/11/2021,Calgary Flames,3,Vancouver Canucks,1,,,2:26,
2/11/2021,Anaheim Ducks,1,Vegas Golden Knights,0,,,2:11,
2/11/2021,Ottawa Senators,1,Winnipeg Jets,5,,,2:16,
2/12/2021,St. Louis Blues,4,Arizona Coyotes,1,,2457,2:29,
2/12/2021,Boston Bruins,1,New York Rangers,0,,,2:30,
2/13/2021,St. Louis Blues,5,Arizona Coyotes,4,OT,3237,2:34,
2/13/2021,Columbus Blue Jackets,2,Chicago Blackhawks,3,OT,,2:20,
2/13/2021,Carolina Hurricanes,4,Dallas Stars,3,SO,4071,2:43,
2/13/2021,Tampa Bay Lightning,6,Florida Panthers,1,,4509,2:32,
2/13/2021,Detroit Red Wings,4,Nashville Predators,2,,,2:20,
2/13/2021,Boston Bruins,2,New York Islanders,4,,,2:30,
2/13/2021,Vegas Golden Knights,3,San Jose Sharks,1,,,2:27,
2/13/2021,Montreal Canadiens,2,Toronto Maple Leafs,1,,,2:12,
2/13/2021,Calgary Flames,1,Vancouver Canucks,3,,,2:25,
2/13/2021,Ottawa Senators,2,Winnipeg Jets,1,,,2:17,
2/14/2021,Washington Capitals,3,Pittsburgh Penguins,6,,,2:30,
2/14/2021,Colorado Avalanche,0,Vegas Golden Knights,1,,,2:23,
2/15/2021,St. Louis Blues,0,Arizona Coyotes,1,,2554,2:21,
2/15/2021,New York Islanders,3,Buffalo Sabres,1,,,2:19,
2/15/2021,Columbus Blue Jackets,3,Carolina Hurricanes,7,,,2:37,
2/15/2021,Chicago Blackhawks,3,Detroit Red Wings,2,OT,,2:23,
2/15/2021,Winnipeg Jets,6,Edmonton Oilers,5,,,2:24,
2/15/2021,Anaheim Ducks,2,San Jose Sharks,3,,,2:23,
2/15/2021,Florida Panthers,6,Tampa Bay Lightning,4,,100,2:35,
2/15/2021,Ottawa Senators,6,Toronto Maple Leafs,5,OT,,2:40,
2/15/2021,Calgary Flames,4,Vancouver Canucks,3,OT,,2:32,
2/16/2021,New York Islanders,3,Buffalo Sabres,0,,,2:27,
2/16/2021,Minnesota Wild,0,Los Angeles Kings,4,,,2:31,
2/16/2021,New Jersey Devils,5,New York Rangers,2,,,2:35,
2/16/2021,Washington Capitals,3,Pittsburgh Penguins,1,,,2:22,
2/16/2021,Colorado Avalanche,3,Vegas Golden Knights,2,,,2:23,
2/17/2021,Florida Panthers,4,Carolina Hurricanes,3,OT,,2:33,
2/17/2021,Vancouver Canucks,5,Calgary Flames,1,,,2:20,
2/17/2021,Chicago Blackhawks,2,Detroit Red Wings,0,,,2:12,
2/17/2021,Winnipeg Jets,2,Edmonton Oilers,3,,,2:25,
2/17/2021,Ottawa Senators,1,Toronto Maple Leafs,2,,,2:22,
2/18/2021,Minnesota Wild,3,Anaheim Ducks,1,,,2:26,
2/18/2021,Los Angeles Kings,3,Arizona Coyotes,2,SO,2281,2:35,
2/18/2021,New Jersey Devils,3,Boston Bruins,2,,,2:28,
2/18/2021,Nashville Predators,0,Columbus Blue Jackets,3,,,2:23,
2/18/2021,New York Rangers,3,Philadelphia Flyers,2,SO,,2:41,
2/18/2021,New York Islanders,1,Pittsburgh Penguins,4,,,2:22,
2/18/2021,San Jose Sharks,2,St. Louis Blues,3,OT,,2:30,
2/18/2021,Ottawa Senators,3,Toronto Maple Leafs,7,,,2:23,
2/18/2021,Buffalo Sabres,1,Washington Capitals,3,,,2:12,
2/19/2021,Chicago Blackhawks,3,Carolina Hurricanes,5,,,2:24,
2/19/2021,Edmonton Oilers,2,Calgary Flames,1,,,2:12,
2/19/2021,Florida Panthers,7,Detroit Red Wings,2,,,2:30,
2/19/2021,Winnipeg Jets,2,Vancouver Canucks,0,,,2:21,
2/20/2021,Minnesota Wild,5,Anaheim Ducks,1,,,2:26,
2/20/2021,Los Angeles Kings,4,Arizona Coyotes,2,,3187,2:18,
2/20/2021,Tampa Bay Lightning,0,Carolina Hurricanes,4,,,2:20,
2/20/2021,Nashville Predators,4,Columbus Blue Jackets,2,,,2:31,
2/20/2021,Vegas Golden Knights,2,Colorado Avalanche,3,,,0:35,NHL Outdoors at Lake Tahoe
2/20/2021,Florida Panthers,1,Detroit Red Wings,2,,,2:28,
2/20/2021,Calgary Flames,1,Edmonton Oilers,7,,,2:35,
2/20/2021,Toronto Maple Leafs,5,Montreal Canadiens,3,,,2:29,
2/20/2021,Buffalo Sabres,3,New Jersey Devils,2,,,2:21,
2/20/2021,New York Islanders,2,Pittsburgh Penguins,3,,,2:20,
2/20/2021,San Jose Sharks,5,St. Louis Blues,4,,,2:30,
2/20/2021,New York Rangers,4,Washington Capitals,1,,,2:25,
2/21/2021,Philadelphia Flyers,3,Boston Bruins,7,,,2:28,NHL Outdoors at Lake Tahoe
2/21/2021,Montreal Canadiens,2,Ottawa Senators,3,OT,,2:34,
2/21/2021,Winnipeg Jets,4,Vancouver Canucks,3,OT,,2:26,
2/21/2021,New Jersey Devils,3,Washington Capitals,4,,,2:28,
2/22/2021,Anaheim Ducks,3,Arizona Coyotes,4,,2346,2:47,
2/22/2021,Tampa Bay Lightning,4,Carolina Hurricanes,2,,,2:33,
2/22/2021,Vegas Golden Knights,3,Colorado Avalanche,0,,,2:18,
2/22/2021,Dallas Stars,1,Florida Panthers,3,,3510,2:23,
2/22/2021,Buffalo Sabres,2,New York Islanders,3,,,2:23,
2/22/2021,Minnesota Wild,6,San Jose Sharks,2,,,2:29,
2/22/2021,Los Angeles Kings,3,St. Louis Blues,0,,,2:19,
2/22/2021,Calgary Flames,3,Toronto Maple Leafs,0,,,2:22,
2/23/2021,Chicago Blackhawks,6,Columbus Blue Jackets,5,SO,,2:39,
2/23/2021,Nashville Predators,2,Detroit Red Wings,0,,,2:29,
2/23/2021,Buffalo Sabres,4,New Jersey Devils,1,,,2:30,
2/23/2021,Montreal Canadiens,4,Ottawa Senators,5,SO,,2:44,
2/23/2021,Edmonton Oilers,4,Vancouver Canucks,3,,,2:28,
2/23/2021,Pittsburgh Penguins,3,Washington Capitals,2,OT,,2:30,
2/24/2021,Anaheim Ducks,3,Arizona Coyotes,4,SO,2319,2:46,
2/24/2021,Minnesota Wild,6,Colorado Avalanche,2,,,2:26,
2/24/2021,Dallas Stars,3,Florida Panthers,0,,3324,2:31,
2/24/2021,New York Rangers,3,Philadelphia Flyers,4,,,2:27,
2/24/2021,Los Angeles Kings,2,St. Louis Blues,1,,,2:23,
2/24/2021,Carolina Hurricanes,0,Tampa Bay Lightning,3,,500,2:18,
2/24/2021,Calgary Flames,1,Toronto Maple Leafs,2,OT,,2:24,
2/25/2021,New Jersey Devils,4,Buffalo Sabres,3,OT,,2:22,
2/25/2021,Chicago Blackhawks,2,Columbus Blue Jackets,0,,,2:14,
2/25/2021,Nashville Predators,2,Detroit Red Wings,5,,,2:23,
2/25/2021,Dallas Stars,2,Florida Panthers,3,,3844,2:28,
2/25/2021,Boston Bruins,2,New York Islanders,7,,,2:24,
2/25/2021,Calgary Flames,1,Ottawa Senators,6,,,2:19,
2/25/2021,Carolina Hurricanes,1,Tampa Bay Lightning,3,,536,2:31,
2/25/2021,Edmonton Oilers,3,Vancouver Canucks,0,,,2:19,
2/25/2021,Montreal Canadiens,3,Winnipeg Jets,6,,,2:22,
2/25/2021,Pittsburgh Penguins,2,Washington Capitals,5,,,2:25,
2/26/2021,Colorado Avalanche,3,Arizona Coyotes,2,,2495,2:28,
2/26/2021,Los Angeles Kings,1,Minnesota Wild,3,,,2:22,
2/26/2021,Boston Bruins,2,New York Rangers,6,,1800,2:33,
2/27/2021,Vegas Golden Knights,3,Anaheim Ducks,2,OT,,2:33,
2/27/2021,Colorado Avalanche,6,Arizona Coyotes,2,,3224,2:23,
2/27/2021,Philadelphia Flyers,3,Buffalo Sabres,0,,,2:23,
2/27/2021,Detroit Red Wings,5,Chicago Blackhawks,3,,,2:17,
2/27/2021,Toronto Maple Leafs,4,Edmonton Oilers,0,,,2:22,
2/27/2021,Carolina Hurricanes,4,Florida Panthers,3,SO,4281,2:53,
2/27/2021,Los Angeles Kings,3,Minnesota Wild,4,OT,,2:37,
2/27/2021,Washington Capitals,5,New Jersey Devils,2,,,2:27,
2/27/2021,Columbus Blue Jackets,1,Nashville Predators,2,,,2:24,
2/27/2021,Pittsburgh Penguins,4,New York Islanders,3,OT,,2:30,
2/27/2021,Calgary Flames,6,Ottawa Senators,3,,,2:32,
2/27/2021,St. Louis Blues,7,San Jose Sharks,6,,,2:34,
2/27/2021,Dallas Stars,0,Tampa Bay Lightning,5,,537,2:18,
2/27/2021,Montreal Canadiens,1,Winnipeg Jets,2,OT,,2:27,
2/28/2021,Philadelphia Flyers,3,Buffalo Sabres,0,,,2:13,
2/28/2021,Detroit Red Wings,2,Chicago Blackhawks,7,,,2:25,
2/28/2021,Washington Capitals,3,New Jersey Devils,2,,,2:25,
2/28/2021,Columbus Blue Jackets,1,Nashville Predators,3,,,2:25,
2/28/2021,Pittsburgh Penguins,0,New York Islanders,2,,,2:22,
2/28/2021,Boston Bruins,4,New York Rangers,1,,1800,2:24,
3/1/2021,St. Louis Blues,5,Anaheim Ducks,4,,,2:29,
3/1/2021,Toronto Maple Leafs,3,Edmonton Oilers,0,,,2:23,
3/1/2021,Carolina Hurricanes,3,Florida Panthers,2,OT,3817,2:30,
3/1/2021,Calgary Flames,1,Ottawa Senators,5,,,2:25,
3/1/2021,Colorado Avalanche,2,San Jose Sharks,6,,,2:22,
3/1/2021,Minnesota Wild,4,Vegas Golden Knights,5,OT,2605,2:31,
3/1/2021,Vancouver Canucks,4,Winnipeg Jets,0,,,2:20,
3/2/2021,Detroit Red Wings,1,Columbus Blue Jackets,4,,1953,2:23,
3/2/2021,Tampa Bay Lightning,2,Dallas Stars,0,,4067,2:24,
3/2/2021,Ottawa Senators,1,Montreal Canadiens,3,,,2:25,
3/2/2021,New York Islanders,2,New Jersey Devils,1,,1800,2:27,
3/2/2021,Carolina Hurricanes,4,Nashville Predators,2,,,2:27,
3/2/2021,Buffalo Sabres,2,New York Rangers,3,,1800,2:18,
3/2/2021,Philadelphia Flyers,2,Pittsburgh Penguins,5,,2800,2:27,
3/2/2021,Vancouver Canucks,2,Winnipeg Jets,5,,,2:17,
3/3/2021,St. Louis Blues,3,Anaheim Ducks,2,,,2:28,
3/3/2021,Washington Capitals,2,Boston Bruins,1,SO,,2:48,
3/3/2021,Toronto Maple Leafs,6,Edmonton Oilers,1,,,2:22,
3/3/2021,Arizona Coyotes,3,Los Angeles Kings,2,,,2:20,
3/3/2021,Colorado Avalanche,4,San Jose Sharks,0,,,2:25,
3/3/2021,Minnesota Wild,1,Vegas Golden Knights,5,,2610,2:25,
3/4/2021,Detroit Red Wings,2,Carolina Hurricanes,5,,2924,2:30,
3/4/2021,Ottawa Senators,3,Calgary Flames,7,,,2:27,
3/4/2021,Tampa Bay Lightning,3,Chicago Blackhawks,2,OT,,2:30,
3/4/2021,Columbus Blue Jackets,3,Dallas Stars,2,,4112,2:18,
3/4/2021,Winnipeg Jets,4,Montreal Canadiens,3,OT,,2:22,
3/4/2021,New York Rangers,6,New Jersey Devils,1,,,2:27,
3/4/2021,Florida Panthers,5,Nashville Predators,4,,,2:36,
3/4/2021,Buffalo Sabres,2,New York Islanders,5,,,2:17,
3/4/2021,Philadelphia Flyers,4,Pittsburgh Penguins,3,,2800,2:25,
3/4/2021,Toronto Maple Leafs,1,Vancouver Canucks,3,,,2:17,
3/5/2021,Minnesota Wild,5,Arizona Coyotes,1,,2541,2:30,
3/5/2021,Washington Capitals,1,Boston Bruins,5,,,3:01,
3/5/2021,Tampa Bay Lightning,3,Chicago Blackhawks,4,SO,,2:37,
3/5/2021,Anaheim Ducks,2,Colorado Avalanche,3,OT,,2:32,
3/5/2021,St. Louis Blues,3,Los Angeles Kings,2,OT,,2:22,
3/5/2021,Vegas Golden Knights,5,San Jose Sharks,4,OT,,2:32,
3/6/2021,Minnesota Wild,2,Arizona Coyotes,5,,3141,2:33,
3/6/2021,Anaheim Ducks,5,Colorado Avalanche,4,OT,,2:39,
3/6/2021,Columbus Blue Jackets,0,Dallas Stars,5,,4203,2:25,
3/6/2021,Calgary Flames,2,Edmonton Oilers,3,,,2:24,
3/6/2021,St. Louis Blues,3,Los Angeles Kings,4,OT,,2:24,
3/6/2021,Winnipeg Jets,1,Montreal Canadiens,7,,,2:18,
3/6/2021,New York Rangers,6,New Jersey Devils,3,,1800,2:23,
3/6/2021,Florida Panthers,6,Nashville Predators,2,,,2:30,
3/6/2021,Buffalo Sabres,2,New York Islanders,5,,,2:16,
3/6/2021,Philadelphia Flyers,3,Pittsburgh Penguins,4,,2800,2:30,
3/6/2021,Vegas Golden Knights,4,San Jose Sharks,0,,,2:15,
3/6/2021,Toronto Maple Leafs,2,Vancouver Canucks,4,,,2:30,
3/7/2021,New Jersey Devils,1,Boston Bruins,0,,,2:25,
3/7/2021,Florida Panthers,2,Carolina Hurricanes,4,,2924,2:49,
