Date,Visitor,G,Home,G,,Att.,LOG,Notes
10/15/2017,New York Islanders,2,Los Angeles Kings,3,,18230,2:22,
10/15/2017,Boston Bruins,1,Vegas Golden Knights,3,,17562,2:31,
10/16/2017,Tampa Bay Lightning,3,Detroit Red Wings,2,,19515,2:41,at Little Caesars Arena (Detroit MI)
10/17/2017,Arizona Coyotes,1,Dallas Stars,3,,16007,2:27,
10/17/2017,Carolina Hurricanes,5,Edmonton Oilers,3,,18347,2:28,
10/17/2017,Tampa Bay Lightning,4,New Jersey Devils,5,SO,13176,2:44,
10/17/2017,Colorado Avalanche,1,Nashville Predators,4,,17113,2:29,
10/17/2017,Pittsburgh Penguins,5,New York Rangers,4,OT,18006,2:36,
10/17/2017,Vancouver Canucks,3,Ottawa Senators,0,,13430,2:32,
10/17/2017,Florida Panthers,1,Philadelphia Flyers,5,,19145,2:34,
10/17/2017,Montreal Canadiens,2,San Jose Sharks,5,,17377,2:28,
10/17/2017,Buffalo Sabres,4,Vegas Golden Knights,5,OT,17617,2:46,
10/17/2017,Columbus Blue Jackets,5,Winnipeg Jets,2,,15321,2:22,
10/17/2017,Toronto Maple Leafs,2,Washington Capitals,0,,18506,2:24,
10/18/2017,Montreal Canadiens,1,Los Angeles Kings,5,,18230,2:39,
10/18/2017,Chicago Blackhawks,2,St. Louis Blues,5,,18752,2:29,
10/18/2017,Detroit Red Wings,3,Toronto Maple Leafs,6,,19158,2:34,
10/19/2017,Dallas Stars,5,Arizona Coyotes,4,,11225,2:28,
10/19/2017,Vancouver Canucks,3,Boston Bruins,6,,17565,2:34,
10/19/2017,Tampa Bay Lightning,2,Columbus Blue Jackets,0,,13155,2:23,
10/19/2017,Carolina Hurricanes,2,Calgary Flames,1,,18119,2:25,
10/19/2017,Edmonton Oilers,2,Chicago Blackhawks,1,OT,21444,2:37,
10/19/2017,St. Louis Blues,4,Colorado Avalanche,3,,13890,2:28,
10/19/2017,New York Islanders,4,New York Rangers,3,SO,18006,2:48,
10/19/2017,New Jersey Devils,5,Ottawa Senators,4,OT,13364,2:48,
10/19/2017,Nashville Predators,1,Philadelphia Flyers,0,,19396,2:22,
10/20/2017,Montreal Canadiens,2,Anaheim Ducks,6,,17174,2:48,
10/20/2017,Vancouver Canucks,4,Buffalo Sabres,2,,18050,2:39,
10/20/2017,Washington Capitals,4,Detroit Red Wings,3,OT,19515,2:36,at Little Caesars Arena (Detroit MI)
10/20/2017,Pittsburgh Penguins,4,Florida Panthers,3,,15756,2:41,
10/20/2017,San Jose Sharks,3,New Jersey Devils,0,,14381,2:25,
10/20/2017,Minnesota Wild,3,Winnipeg Jets,4,,15321,2:33,
10/21/2017,Chicago Blackhawks,4,Arizona Coyotes,2,,13777,2:40,
10/21/2017,Buffalo Sabres,5,Boston Bruins,4,OT,17565,2:43,
10/21/2017,Los Angeles Kings,6,Columbus Blue Jackets,4,,15329,2:36,
10/21/2017,Minnesota Wild,4,Calgary Flames,2,,18436,2:34,
10/21/2017,Carolina Hurricanes,3,Dallas Stars,4,,18023,2:29,
10/21/2017,San Jose Sharks,3,New York Islanders,5,,11877,2:24,
10/21/2017,Nashville Predators,2,New York Rangers,4,,17181,2:21,
10/21/2017,Toronto Maple Leafs,3,Ottawa Senators,6,,17455,2:41,
10/21/2017,Edmonton Oilers,1,Philadelphia Flyers,2,,19510,2:21,
10/21/2017,Pittsburgh Penguins,1,Tampa Bay Lightning,7,,19092,2:36,
10/21/2017,St. Louis Blues,2,Vegas Golden Knights,3,OT,17883,2:49,
10/21/2017,Florida Panthers,4,Washington Capitals,1,,18506,2:41,
10/22/2017,Vancouver Canucks,4,Detroit Red Wings,1,,19515,2:27,at Little Caesars Arena (Detroit MI)
10/23/2017,San Jose Sharks,4,New York Rangers,1,,18006,2:21,
10/23/2017,Los Angeles Kings,2,Toronto Maple Leafs,3,,19235,2:43,
10/24/2017,Detroit Red Wings,0,Buffalo Sabres,1,,16882,2:32,
10/24/2017,Tampa Bay Lightning,5,Carolina Hurricanes,1,,10498,2:28,
10/24/2017,Dallas Stars,3,Colorado Avalanche,5,,12823,2:30,
10/24/2017,Vancouver Canucks,1,Minnesota Wild,0,,18694,2:32,
10/24/2017,Florida Panthers,1,Montreal Canadiens,5,,21302,2:27,
10/24/2017,Calgary Flames,3,Nashville Predators,2,SO,17113,2:53,
10/24/2017,Arizona Coyotes,3,New York Islanders,5,,9795,2:34,
10/24/2017,Los Angeles Kings,3,Ottawa Senators,2,SO,14034,2:45,
10/24/2017,Anaheim Ducks,6,Philadelphia Flyers,2,,18895,2:30,
10/24/2017,Edmonton Oilers,1,Pittsburgh Penguins,2,OT,18625,2:27,
10/24/2017,Chicago Blackhawks,2,Vegas Golden Knights,4,,18108,2:29,
10/25/2017,Buffalo Sabres,1,Columbus Blue Jackets,5,,14383,2:36,
10/25/2017,Calgary Flames,2,St. Louis Blues,5,,17227,2:23,
10/26/2017,San Jose Sharks,1,Boston Bruins,2,,17565,2:31,
10/26/2017,Dallas Stars,4,Edmonton Oilers,5,,18347,2:39,
10/26/2017,Anaheim Ducks,3,Florida Panthers,8,,10545,2:33,
10/26/2017,New York Islanders,4,Minnesota Wild,6,,18824,2:32,
10/26/2017,Los Angeles Kings,4,Montreal Canadiens,0,,21302,2:34,
10/26/2017,Arizona Coyotes,2,New York Rangers,5,,18006,2:30,
10/26/2017,Philadelphia Flyers,4,Ottawa Senators,5,,14926,2:39,
10/26/2017,Winnipeg Jets,1,Pittsburgh Penguins,2,OT,18445,2:34,
10/26/2017,Detroit Red Wings,2,Tampa Bay Lightning,3,,19092,2:27,
10/26/2017,Carolina Hurricanes,6,Toronto Maple Leafs,3,,19070,2:32,
10/26/2017,Washington Capitals,2,Vancouver Canucks,6,,18293,2:34,
10/27/2017,St. Louis Blues,2,Carolina Hurricanes,1,,10069,2:30,
10/27/2017,Winnipeg Jets,1,Columbus Blue Jackets,2,OT,14224,2:33,
10/27/2017,Dallas Stars,2,Calgary Flames,1,,18873,2:32,
10/27/2017,Nashville Predators,2,Chicago Blackhawks,1,,21524,2:31,
10/27/2017,Ottawa Senators,4,New Jersey Devils,5,SO,13763,2:45,
10/27/2017,Colorado Avalanche,0,Vegas Golden Knights,7,,17702,2:35,
10/28/2017,Los Angeles Kings,2,Boston Bruins,1,OT,17565,2:47,
10/28/2017,San Jose Sharks,3,Buffalo Sabres,2,,18892,2:29,
10/28/2017,Chicago Blackhawks,3,Colorado Avalanche,6,,17360,2:34,
10/28/2017,Washington Capitals,5,Edmonton Oilers,2,,18347,2:27,
10/28/2017,Detroit Red Wings,3,Florida Panthers,2,SO,13085,2:59,
10/28/2017,Pittsburgh Penguins,1,Minnesota Wild,2,,19064,2:25,
10/28/2017,New York Rangers,4,Montreal Canadiens,5,,21302,2:38,
10/28/2017,Arizona Coyotes,3,New Jersey Devils,4,,15132,2:39,
10/28/2017,New York Islanders,6,Nashville Predators,2,,17113,2:28,
10/28/2017,Columbus Blue Jackets,1,St. Louis Blues,4,,17834,2:26,
10/28/2017,Anaheim Ducks,4,Tampa Bay Lightning,1,,19092,2:35,
10/28/2017,Philadelphia Flyers,4,Toronto Maple Leafs,2,,19317,2:33,
10/29/2017,Anaheim Ducks,4,Carolina Hurricanes,3,SO,10108,2:36,
10/29/2017,Washington Capitals,1,Calgary Flames,2,,18327,2:28,
10/29/2017,Pittsburgh Penguins,1,Winnipeg Jets,7,,15321,2:31,
10/30/2017,Boston Bruins,3,Columbus Blue Jackets,4,SO,13396,2:42,
10/30/2017,Tampa Bay Lightning,8,Florida Panthers,5,,9493,2:40,
10/30/2017,Vegas Golden Knights,3,New York Islanders,6,,11113,2:31,
10/30/2017,Montreal Canadiens,8,Ottawa Senators,3,,15069,2:35,
10/30/2017,Arizona Coyotes,4,Philadelphia Flyers,3,OT,18731,2:44,
10/30/2017,Toronto Maple Leafs,2,San Jose Sharks,3,,17562,2:25,
10/30/2017,Los Angeles Kings,2,St. Louis Blues,4,,17423,2:33,
10/30/2017,Dallas Stars,2,Vancouver Canucks,1,OT,17109,2:34,
10/31/2017,Arizona Coyotes,3,Detroit Red Wings,5,,19515,2:31,at Little Caesars Arena (Detroit MI)
10/31/2017,Winnipeg Jets,2,Minnesota Wild,1,,18814,2:29,
10/31/2017,Vegas Golden Knights,4,New York Rangers,6,,17294,2:33,
11/1/2017,Toronto Maple Leafs,3,Anaheim Ducks,1,,15628,2:28,
11/1/2017,Philadelphia Flyers,0,Chicago Blackhawks,3,,21524,2:30,
11/1/2017,Pittsburgh Penguins,3,Edmonton Oilers,2,,18347,2:35,
11/1/2017,Nashville Predators,1,San Jose Sharks,4,,16543,2:25,
11/1/2017,New Jersey Devils,2,Vancouver Canucks,0,,16855,2:28,
11/2/2017,Buffalo Sabres,5,Arizona Coyotes,4,,11477,2:20,
11/2/2017,Vegas Golden Knights,1,Boston Bruins,2,,17565,2:27,
11/2/2017,Pittsburgh Penguins,1,Calgary Flames,2,OT,18837,2:32,
11/2/2017,Carolina Hurricanes,3,Colorado Avalanche,5,,12048,2:36,
11/2/2017,Columbus Blue Jackets,7,Florida Panthers,3,,9311,2:34,
11/2/2017,Toronto Maple Leafs,3,Los Angeles Kings,5,,18230,2:36,
11/2/2017,Montreal Canadiens,3,Minnesota Wild,6,,18924,2:36,
11/2/2017,Detroit Red Wings,1,Ottawa Senators,3,,14724,2:28,
11/2/2017,Philadelphia Flyers,2,St. Louis Blues,0,,17162,2:29,
11/2/2017,New York Rangers,2,Tampa Bay Lightning,1,OT,19092,2:46,
11/2/2017,Dallas Stars,2,Winnipeg Jets,5,,15321,2:37,
11/2/2017,New York Islanders,3,Washington Capitals,4,,18506,2:24,
11/3/2017,Nashville Predators,5,Anaheim Ducks,3,,16523,2:32,
11/3/2017,New Jersey Devils,3,Edmonton Oilers,6,,18347,2:31,
11/4/2017,Carolina Hurricanes,1,Arizona Coyotes,2,SO,12019,2:35,
11/4/2017,Washington Capitals,3,Boston Bruins,2,,17565,2:26,
11/4/2017,Buffalo Sabres,1,Dallas Stars,5,,18236,2:20,
11/4/2017,New York Rangers,5,Florida Panthers,4,OT,15036,2:37,
11/4/2017,Nashville Predators,4,Los Angeles Kings,3,OT,18230,2:45,
11/4/2017,Chicago Blackhawks,2,Minnesota Wild,0,,19218,2:26,
11/4/2017,Vegas Golden Knights,5,Ottawa Senators,4,,16824,2:40,
11/4/2017,Colorado Avalanche,5,Philadelphia Flyers,4,SO,19616,2:44,
11/4/2017,Anaheim Ducks,1,San Jose Sharks,2,SO,17562,2:49,
11/4/2017,Toronto Maple Leafs,4,St. Louis Blues,6,,19046,2:30,
11/4/2017,Columbus Blue Jackets,4,Tampa Bay Lightning,5,SO,19092,2:45,
11/4/2017,Pittsburgh Penguins,2,Vancouver Canucks,4,,18865,2:35,
11/4/2017,Montreal Canadiens,5,Winnipeg Jets,4,OT,15321,2:40,
11/5/2017,New Jersey Devils,4,Calgary Flames,5,SO,17839,2:45,
11/5/2017,Montreal Canadiens,2,Chicago Blackhawks,0,,21871,2:25,
11/5/2017,Detroit Red Wings,4,Edmonton Oilers,0,,18347,2:28,
11/5/2017,Colorado Avalanche,4,New York Islanders,6,,10927,2:38,
11/6/2017,Minnesota Wild,3,Boston Bruins,5,,17565,2:40,
11/6/2017,Winnipeg Jets,4,Dallas Stars,1,,17895,2:30,
11/6/2017,Columbus Blue Jackets,3,New York Rangers,5,,17348,2:30,
11/6/2017,Vegas Golden Knights,3,Toronto Maple Leafs,4,SO,19398,2:44,
11/6/2017,Detroit Red Wings,3,Vancouver Canucks,2,,17836,2:38,
11/6/2017,Arizona Coyotes,2,Washington Capitals,3,OT,18506,2:39,
11/7/2017,Los Angeles Kings,4,Anaheim Ducks,3,OT,16637,2:50,
11/7/2017,Washington Capitals,1,Buffalo Sabres,3,,17146,2:25,
11/7/2017,Florida Panthers,1,Carolina Hurricanes,3,,8828,2:29,
11/7/2017,Nashville Predators,3,Columbus Blue Jackets,1,,14996,2:26,
11/7/2017,Vancouver Canucks,5,Calgary Flames,3,,18160,2:28,
11/7/2017,Vegas Golden Knights,2,Montreal Canadiens,3,,21302,2:27,
11/7/2017,St. Louis Blues,3,New Jersey Devils,1,,12317,2:29,
11/7/2017,Edmonton Oilers,2,New York Islanders,1,OT,12281,2:28,
11/7/2017,Arizona Coyotes,1,Pittsburgh Penguins,3,,18498,2:30,
11/8/2017,Boston Bruins,2,New York Rangers,4,,18006,2:25,
11/8/2017,Tampa Bay Lightning,5,San Jose Sharks,1,,17044,2:21,
11/8/2017,Minnesota Wild,2,Toronto Maple Leafs,4,,19049,2:29,
11/9/2017,Vancouver Canucks,1,Anaheim Ducks,4,,16038,2:30,
11/9/2017,Detroit Red Wings,3,Calgary Flames,6,,18788,2:33,
11/9/2017,Tampa Bay Lightning,5,Los Angeles Kings,2,,18230,2:38,
11/9/2017,Minnesota Wild,3,Montreal Canadiens,0,,21302,2:42,
11/9/2017,Edmonton Oilers,3,New Jersey Devils,2,OT,16514,2:40,
11/9/2017,Chicago Blackhawks,1,Philadelphia Flyers,3,,19738,2:35,
11/9/2017,Arizona Coyotes,2,St. Louis Blues,3,SO,18156,2:43,
11/10/2017,Florida Panthers,4,Buffalo Sabres,1,,17812,2:33,
11/10/2017,Carolina Hurricanes,3,Columbus Blue Jackets,1,,16049,2:17,
11/10/2017,Ottawa Senators,4,Colorado Avalanche,3,OT,13396,2:34,NHL Global Series
11/10/2017,New York Islanders,0,Dallas Stars,5,,18342,2:25,
11/10/2017,Boston Bruins,2,Toronto Maple Leafs,3,OT,19381,2:53,
11/10/2017,Winnipeg Jets,2,Vegas Golden Knights,5,,18110,2:34,
11/10/2017,Pittsburgh Penguins,1,Washington Capitals,4,,18506,2:33,
11/11/2017,Winnipeg Jets,4,Arizona Coyotes,1,,16078,2:25,
11/11/2017,Toronto Maple Leafs,4,Boston Bruins,1,,17565,2:34,
11/11/2017,Chicago Blackhawks,4,Carolina Hurricanes,3,OT,16778,2:23,
11/11/2017,Columbus Blue Jackets,2,Detroit Red Wings,1,SO,19515,2:39,at Little Caesars Arena (Detroit MI)
11/11/2017,Buffalo Sabres,1,Montreal Canadiens,2,OT,21302,2:30,
11/11/2017,Florida Panthers,1,New Jersey Devils,2,,16514,2:24,
11/11/2017,Pittsburgh Penguins,4,Nashville Predators,5,SO,17397,2:49,
11/11/2017,Edmonton Oilers,2,New York Rangers,4,,18006,2:32,
11/11/2017,Colorado Avalanche,3,Ottawa Senators,4,,13396,2:43,NHL Global Series
11/11/2017,Minnesota Wild,1,Philadelphia Flyers,0,,19309,2:25,
11/11/2017,Vancouver Canucks,0,San Jose Sharks,5,,17562,2:26,
11/11/2017,New York Islanders,5,St. Louis Blues,2,,18761,2:36,
11/12/2017,Tampa Bay Lightning,2,Anaheim Ducks,1,,15707,2:41,
11/12/2017,New Jersey Devils,7,Chicago Blackhawks,5,,21487,2:38,
11/12/2017,San Jose Sharks,2,Los Angeles Kings,1,,18230,2:28,
11/12/2017,Edmonton Oilers,1,Washington Capitals,2,SO,18506,2:38,
11/13/2017,Dallas Stars,1,Carolina Hurricanes,5,,7968,2:30,
11/13/2017,St. Louis Blues,4,Calgary Flames,7,,18519,2:28,
11/14/2017,Vegas Golden Knights,2,Edmonton Oilers,8,,18347,2:31,
11/14/2017,Dallas Stars,3,Florida Panthers,4,SO,10928,2:45,
11/14/2017,Vancouver Canucks,3,Los Angeles Kings,2,,18230,2:37,
11/14/2017,Philadelphia Flyers,0,Minnesota Wild,3,,18768,2:20,
11/14/2017,Columbus Blue Jackets,2,Montreal Canadiens,1,OT,21302,2:28,
11/14/2017,Washington Capitals,3,Nashville Predators,6,,17113,2:32,
11/14/2017,Buffalo Sabres,4,Pittsburgh Penguins,5,OT,18438,2:39,
11/14/2017,Arizona Coyotes,1,Winnipeg Jets,4,,15321,2:28,
11/15/2017,Boston Bruins,2,Anaheim Ducks,4,,15089,2:30,
11/15/2017,New York Rangers,3,Chicago Blackhawks,6,,21528,2:32,
11/15/2017,Calgary Flames,2,Detroit Red Wings,8,,19515,2:37,at Little Caesars Arena (Detroit MI)
11/16/2017,Washington Capitals,2,Colorado Avalanche,6,,15070,2:45,
11/16/2017,St. Louis Blues,4,Edmonton Oilers,1,,18347,2:27,
11/16/2017,Boston Bruins,2,Los Angeles Kings,1,,18230,2:36,
11/16/2017,Nashville Predators,4,Minnesota Wild,6,,18888,2:43,
11/16/2017,Arizona Coyotes,5,Montreal Canadiens,4,,21302,2:37,
11/16/2017,Carolina Hurricanes,4,New York Islanders,6,,11188,2:30,
11/16/2017,Pittsburgh Penguins,3,Ottawa Senators,1,,17144,2:28,
11/16/2017,Florida Panthers,2,San Jose Sharks,0,,16411,2:34,
11/16/2017,Dallas Stars,1,Tampa Bay Lightning,6,,19092,2:31,
11/16/2017,New Jersey Devils,0,Toronto Maple Leafs,1,OT,19202,2:40,
11/16/2017,Vegas Golden Knights,5,Vancouver Canucks,2,,18119,2:32,
11/16/2017,Philadelphia Flyers,2,Winnipeg Jets,3,SO,15321,2:54,
11/17/2017,New York Rangers,0,Columbus Blue Jackets,2,,17093,2:24,
11/17/2017,Buffalo Sabres,1,Detroit Red Wings,3,,19515,2:27,at Little Caesars Arena (Detroit MI)
11/18/2017,Carolina Hurricanes,3,Buffalo Sabres,1,,18028,2:28,
11/18/2017,Edmonton Oilers,3,Dallas Stars,6,,18312,2:35,
11/18/2017,Florida Panthers,0,Los Angeles Kings,4,,18230,2:29,
11/18/2017,Toronto Maple Leafs,6,Montreal Canadiens,0,,21302,2:33,
11/18/2017,Colorado Avalanche,2,Nashville Predators,5,,17113,2:30,
11/18/2017,Arizona Coyotes,3,Ottawa Senators,2,OT,16471,2:29,
11/18/2017,Calgary Flames,5,Philadelphia Flyers,4,OT,19210,2:32,
11/18/2017,Chicago Blackhawks,2,Pittsburgh Penguins,1,,18638,2:36,
11/18/2017,Boston Bruins,3,San Jose Sharks,1,,17442,2:36,
11/18/2017,New York Islanders,5,Tampa Bay Lightning,3,,19092,2:24,
11/18/2017,St. Louis Blues,4,Vancouver Canucks,3,OT,18865,2:31,
11/18/2017,New Jersey Devils,2,Winnipeg Jets,5,,15321,2:27,
11/18/2017,Minnesota Wild,1,Washington Capitals,3,,18506,2:34,
11/19/2017,Florida Panthers,2,Anaheim Ducks,3,,17174,2:40,
11/19/2017,New York Islanders,2,Carolina Hurricanes,4,,11390,2:25,
11/19/2017,Colorado Avalanche,4,Detroit Red Wings,3,OT,19515,2:39,at Little Caesars Arena (Detroit MI)
11/19/2017,Ottawa Senators,0,New York Rangers,3,,17524,2:21,
11/19/2017,Los Angeles Kings,2,Vegas Golden Knights,4,,18211,2:31,
11/20/2017,Columbus Blue Jackets,3,Buffalo Sabres,2,,16551,2:27,
11/20/2017,New Jersey Devils,4,Minnesota Wild,3,OT,19048,2:41,
11/20/2017,Winnipeg Jets,3,Nashville Predators,5,,17113,2:44,
11/20/2017,Anaheim Ducks,3,San Jose Sharks,2,SO,17257,2:49,
11/20/2017,Arizona Coyotes,4,Toronto Maple Leafs,1,,19196,2:31,
11/20/2017,Calgary Flames,4,Washington Capitals,1,,18506,2:25,
11/21/2017,Montreal Canadiens,1,Dallas Stars,3,,18532,2:41,
11/21/2017,Vancouver Canucks,5,Philadelphia Flyers,2,,19278,2:32,
11/21/2017,Edmonton Oilers,3,St. Louis Blues,8,,18819,2:27,
11/22/2017,Vegas Golden Knights,4,Anaheim Ducks,2,,17174,2:35,
11/22/2017,San Jose Sharks,3,Arizona Coyotes,1,,11214,2:24,
11/22/2017,Minnesota Wild,5,Buffalo Sabres,4,,17418,2:29,
11/22/2017,New York Rangers,6,Carolina Hurricanes,1,,11398,2:25,
11/22/2017,Calgary Flames,0,Columbus Blue Jackets,1,OT,16290,2:20,
11/22/2017,Dallas Stars,0,Colorado Avalanche,3,,14874,2:27,
11/22/2017,Edmonton Oilers,6,Detroit Red Wings,2,,19515,2:26,at Little Caesars Arena (Detroit MI)
11/22/2017,Toronto Maple Leafs,1,Florida Panthers,2,SO,15256,2:45,
11/22/2017,Winnipeg Jets,2,Los Angeles Kings,1,,18230,2:38,
11/22/2017,Boston Bruins,3,New Jersey Devils,2,SO,16514,2:51,
11/22/2017,Montreal Canadiens,2,Nashville Predators,3,SO,17113,2:46,
11/22/2017,Philadelphia Flyers,3,New York Islanders,4,OT,12462,2:39,
11/22/2017,Vancouver Canucks,5,Pittsburgh Penguins,2,,18606,2:29,
11/22/2017,Chicago Blackhawks,2,Tampa Bay Lightning,3,OT,19092,2:34,
11/22/2017,Ottawa Senators,2,Washington Capitals,5,,18506,2:27,
11/24/2017,Winnipeg Jets,4,Anaheim Ducks,1,,16035,2:31,
11/24/2017,Los Angeles Kings,2,Arizona Coyotes,3,OT,12285,2:33,
11/24/2017,Pittsburgh Penguins,3,Boston Bruins,4,,17565,2:34,
11/24/2017,Edmonton Oilers,1,Buffalo Sabres,3,,19070,2:39,
11/24/2017,Toronto Maple Leafs,5,Carolina Hurricanes,4,,15241,2:22,
11/24/2017,Ottawa Senators,2,Columbus Blue Jackets,5,,17084,2:30,
11/24/2017,Calgary Flames,4,Dallas Stars,6,,18532,2:37,
11/24/2017,Colorado Avalanche,2,Minnesota Wild,3,SO,19084,2:33,
11/24/2017,Vancouver Canucks,2,New Jersey Devils,3,,16514,2:23,
11/24/2017,Detroit Red Wings,1,New York Rangers,2,OT,18006,2:41,
11/24/2017,New York Islanders,5,Philadelphia Flyers,4,OT,19643,2:36,
11/24/2017,Nashville Predators,2,St. Louis Blues,0,,19033,2:27,
