Date,Visitor,G,Home,G,,Att.,LOG,Notes
11/24/2017,San Jose Sharks,4,Vegas Golden Knights,5,OT,18094,2:40,
11/24/2017,Tampa Bay Lightning,1,Washington Capitals,3,,18506,2:25,
11/25/2017,Vegas Golden Knights,4,Arizona Coyotes,2,,13226,2:29,
11/25/2017,Calgary Flames,3,Colorado Avalanche,2,,15738,2:23,
11/25/2017,New Jersey Devils,4,Detroit Red Wings,3,OT,19515,2:53,at Little Caesars Arena (Detroit MI)
11/25/2017,Chicago Blackhawks,4,Florida Panthers,1,,14302,2:21,
11/25/2017,Anaheim Ducks,1,Los Angeles Kings,2,SO,18230,2:55,
11/25/2017,Buffalo Sabres,0,Montreal Canadiens,3,,21302,2:29,
11/25/2017,New York Islanders,2,Ottawa Senators,1,,17276,2:24,
11/25/2017,Tampa Bay Lightning,2,Pittsburgh Penguins,5,,18659,2:34,
11/25/2017,Winnipeg Jets,0,San Jose Sharks,4,,17189,2:26,
11/25/2017,Minnesota Wild,3,St. Louis Blues,6,,18610,2:30,
11/25/2017,Washington Capitals,4,Toronto Maple Leafs,2,,19404,2:27,
11/26/2017,Edmonton Oilers,4,Boston Bruins,2,,17565,2:20,
11/26/2017,Nashville Predators,3,Carolina Hurricanes,4,SO,11133,2:46,
11/26/2017,Vancouver Canucks,3,New York Rangers,4,SO,17632,2:37,
11/27/2017,Anaheim Ducks,3,Chicago Blackhawks,7,,21619,2:23,
11/27/2017,Columbus Blue Jackets,1,Montreal Canadiens,3,,21302,2:24,
11/27/2017,Florida Panthers,3,New Jersey Devils,2,,13184,2:36,
11/27/2017,Philadelphia Flyers,4,Pittsburgh Penguins,5,OT,18505,2:45,
11/27/2017,Minnesota Wild,2,Winnipeg Jets,7,,15321,2:37,
11/28/2017,Tampa Bay Lightning,2,Buffalo Sabres,0,,17569,2:29,
11/28/2017,Carolina Hurricanes,2,Columbus Blue Jackets,3,SO,13947,2:31,
11/28/2017,Toronto Maple Leafs,4,Calgary Flames,1,,19289,2:30,
11/28/2017,Los Angeles Kings,4,Detroit Red Wings,1,,19515,2:22,at Little Caesars Arena (Detroit MI)
11/28/2017,Arizona Coyotes,2,Edmonton Oilers,3,OT,18347,2:45,
11/28/2017,Chicago Blackhawks,2,Nashville Predators,3,,17187,2:39,
11/28/2017,Vancouver Canucks,2,New York Islanders,5,,11194,2:25,
11/28/2017,Florida Panthers,5,New York Rangers,4,,17376,2:35,
11/28/2017,San Jose Sharks,3,Philadelphia Flyers,1,,18935,2:22,
11/28/2017,Dallas Stars,3,Vegas Golden Knights,0,,17579,2:35,
11/29/2017,Tampa Bay Lightning,2,Boston Bruins,3,,17565,2:41,
11/29/2017,Winnipeg Jets,2,Colorado Avalanche,3,OT,13017,2:35,
11/29/2017,Ottawa Senators,1,Montreal Canadiens,2,,21302,2:28,
11/29/2017,Anaheim Ducks,3,St. Louis Blues,2,,16760,2:36,
11/30/2017,Arizona Coyotes,0,Calgary Flames,3,,18093,2:22,
11/30/2017,Dallas Stars,4,Chicago Blackhawks,3,OT,21589,2:34,
11/30/2017,Montreal Canadiens,6,Detroit Red Wings,3,,19515,2:29,at Little Caesars Arena (Detroit MI)
11/30/2017,Toronto Maple Leafs,6,Edmonton Oilers,4,,18347,2:35,
11/30/2017,Vegas Golden Knights,2,Minnesota Wild,4,,19084,2:26,
11/30/2017,Vancouver Canucks,5,Nashville Predators,3,,17113,2:31,
11/30/2017,Los Angeles Kings,5,Washington Capitals,2,,18506,2:21,
12/1/2017,Pittsburgh Penguins,4,Buffalo Sabres,0,,19070,2:26,
12/1/2017,Anaheim Ducks,2,Columbus Blue Jackets,4,,16206,2:34,
12/1/2017,New Jersey Devils,2,Colorado Avalanche,1,,14614,2:32,
12/1/2017,San Jose Sharks,2,Florida Panthers,1,,12323,2:27,
12/1/2017,Ottawa Senators,6,New York Islanders,5,,11797,2:36,
12/1/2017,Carolina Hurricanes,1,New York Rangers,5,,17695,2:24,
12/1/2017,Los Angeles Kings,4,St. Louis Blues,1,,18322,2:29,
12/1/2017,Vegas Golden Knights,4,Winnipeg Jets,7,,15321,2:42,
12/2/2017,New Jersey Devils,0,Arizona Coyotes,5,,14338,2:32,
12/2/2017,Florida Panthers,2,Carolina Hurricanes,3,OT,14246,2:52,
12/2/2017,Edmonton Oilers,7,Calgary Flames,5,,19289,2:38,
12/2/2017,Chicago Blackhawks,2,Dallas Stars,3,SO,18532,2:38,
12/2/2017,St. Louis Blues,1,Minnesota Wild,2,OT,19107,2:30,
12/2/2017,Detroit Red Wings,1,Montreal Canadiens,10,,21302,2:28,
12/2/2017,Anaheim Ducks,2,Nashville Predators,3,SO,17113,2:52,
12/2/2017,Boston Bruins,3,Philadelphia Flyers,0,,19274,2:24,
12/2/2017,Buffalo Sabres,1,Pittsburgh Penguins,5,,18582,2:31,
12/2/2017,San Jose Sharks,2,Tampa Bay Lightning,5,,19092,2:34,
12/2/2017,Toronto Maple Leafs,1,Vancouver Canucks,2,,18865,2:23,
12/2/2017,Columbus Blue Jackets,3,Washington Capitals,4,,18506,2:28,
12/3/2017,Los Angeles Kings,3,Chicago Blackhawks,1,,21622,2:27,
12/3/2017,Dallas Stars,7,Colorado Avalanche,2,,13194,2:33,
12/3/2017,Arizona Coyotes,2,Vegas Golden Knights,3,OT,17519,2:42,
12/3/2017,Ottawa Senators,0,Winnipeg Jets,5,,15321,2:28,
12/4/2017,Philadelphia Flyers,5,Calgary Flames,2,,18590,2:29,
12/4/2017,New York Islanders,5,Florida Panthers,4,SO,11210,2:51,
12/4/2017,Boston Bruins,3,Nashville Predators,5,,17113,2:38,
12/4/2017,San Jose Sharks,1,Washington Capitals,4,,18506,2:40,
12/5/2017,New Jersey Devils,4,Columbus Blue Jackets,1,,14282,2:26,
12/5/2017,Buffalo Sabres,4,Colorado Avalanche,2,,13258,2:32,
12/5/2017,Nashville Predators,5,Dallas Stars,2,,18023,2:26,
12/5/2017,Winnipeg Jets,1,Detroit Red Wings,5,,19515,2:32,at Little Caesars Arena (Detroit MI)
12/5/2017,Minnesota Wild,2,Los Angeles Kings,5,,18230,2:34,
12/5/2017,St. Louis Blues,4,Montreal Canadiens,3,,21302,2:20,
12/5/2017,New York Rangers,4,Pittsburgh Penguins,3,,18414,2:25,
12/5/2017,New York Islanders,2,Tampa Bay Lightning,6,,19092,2:25,
12/5/2017,Carolina Hurricanes,0,Vancouver Canucks,3,,17860,2:20,
12/5/2017,Anaheim Ducks,3,Vegas Golden Knights,4,SO,17608,2:50,
12/6/2017,Ottawa Senators,0,Anaheim Ducks,3,,15890,2:31,
12/6/2017,Philadelphia Flyers,4,Edmonton Oilers,2,,18347,2:29,
12/6/2017,Calgary Flames,1,Toronto Maple Leafs,2,SO,19217,2:52,
12/6/2017,Chicago Blackhawks,2,Washington Capitals,6,,18506,2:30,
12/7/2017,Arizona Coyotes,1,Boston Bruins,6,,17565,2:32,
12/7/2017,Winnipeg Jets,4,Florida Panthers,6,,10768,2:42,
12/7/2017,Ottawa Senators,3,Los Angeles Kings,4,OT,18230,2:37,
12/7/2017,Calgary Flames,3,Montreal Canadiens,2,OT,21302,2:34,
12/7/2017,New York Islanders,3,Pittsburgh Penguins,4,OT,18433,2:32,
12/7/2017,Carolina Hurricanes,4,San Jose Sharks,5,OT,16947,2:20,
12/7/2017,Dallas Stars,0,St. Louis Blues,3,,16341,2:38,
12/7/2017,Colorado Avalanche,2,Tampa Bay Lightning,5,,19092,2:32,
12/7/2017,Philadelphia Flyers,4,Vancouver Canucks,1,,16515,2:34,
12/8/2017,Minnesota Wild,3,Anaheim Ducks,2,OT,16471,2:25,
12/8/2017,Buffalo Sabres,2,Chicago Blackhawks,3,OT,21542,2:36,
12/8/2017,Columbus Blue Jackets,5,New Jersey Devils,3,,16514,2:32,
12/8/2017,Vegas Golden Knights,4,Nashville Predators,3,SO,17125,2:53,
12/8/2017,New York Rangers,2,Washington Capitals,4,,18506,2:24,
12/9/2017,New York Islanders,1,Boston Bruins,3,,17565,2:31,
12/9/2017,Arizona Coyotes,0,Columbus Blue Jackets,1,,17785,2:27,
12/9/2017,Vancouver Canucks,2,Calgary Flames,4,,18552,2:31,
12/9/2017,Vegas Golden Knights,5,Dallas Stars,3,,18532,2:32,
12/9/2017,St. Louis Blues,6,Detroit Red Wings,1,,19515,2:22,at Little Caesars Arena (Detroit MI)
12/9/2017,Colorado Avalanche,7,Florida Panthers,3,,13821,2:33,
12/9/2017,Carolina Hurricanes,2,Los Angeles Kings,3,OT,18230,2:31,
12/9/2017,Edmonton Oilers,6,Montreal Canadiens,2,,21302,2:31,
12/9/2017,New Jersey Devils,2,New York Rangers,5,,18006,2:32,
12/9/2017,Toronto Maple Leafs,4,Pittsburgh Penguins,3,,18658,2:26,
12/9/2017,Ottawa Senators,0,San Jose Sharks,5,,17562,2:30,
12/9/2017,Winnipeg Jets,3,Tampa Bay Lightning,4,OT,19092,2:32,
12/10/2017,Arizona Coyotes,1,Chicago Blackhawks,3,,21654,2:26,
12/10/2017,Minnesota Wild,4,San Jose Sharks,3,OT,17205,2:36,
12/10/2017,Buffalo Sabres,2,St. Louis Blues,3,OT,17310,2:33,
12/10/2017,Edmonton Oilers,0,Toronto Maple Leafs,1,,19486,2:18,
12/11/2017,Carolina Hurricanes,2,Anaheim Ducks,3,,16198,2:24,
12/11/2017,Florida Panthers,2,Detroit Red Wings,1,OT,19515,2:46,at Little Caesars Arena (Detroit MI)
12/11/2017,Washington Capitals,1,New York Islanders,3,,11053,2:28,
12/11/2017,Dallas Stars,2,New York Rangers,1,SO,17667,2:33,
12/11/2017,Colorado Avalanche,2,Pittsburgh Penguins,1,,18411,2:29,
12/11/2017,Vancouver Canucks,1,Winnipeg Jets,5,,15321,2:20,
12/12/2017,Ottawa Senators,2,Buffalo Sabres,3,,17454,2:21,
12/12/2017,Edmonton Oilers,7,Columbus Blue Jackets,2,,14767,2:26,
12/12/2017,Florida Panthers,2,Chicago Blackhawks,3,OT,21795,2:38,
12/12/2017,Calgary Flames,1,Minnesota Wild,2,SO,18767,2:37,
12/12/2017,Los Angeles Kings,1,New Jersey Devils,5,,13275,2:23,
12/12/2017,Toronto Maple Leafs,2,Philadelphia Flyers,4,,19077,2:23,
12/12/2017,Tampa Bay Lightning,3,St. Louis Blues,0,,18290,2:21,
12/12/2017,Carolina Hurricanes,3,Vegas Golden Knights,2,SO,17520,2:43,
12/12/2017,Colorado Avalanche,2,Washington Capitals,5,,18506,2:19,
12/13/2017,Boston Bruins,3,Detroit Red Wings,2,OT,19515,2:34,at Little Caesars Arena (Detroit MI)
12/13/2017,Dallas Stars,5,New York Islanders,2,,10316,2:23,
12/13/2017,New York Rangers,2,Ottawa Senators,3,,13212,2:17,
12/13/2017,Nashville Predators,7,Vancouver Canucks,1,,16806,2:39,
12/14/2017,Tampa Bay Lightning,4,Arizona Coyotes,1,,11591,2:31,
12/14/2017,Washington Capitals,5,Boston Bruins,3,,17565,2:37,
12/14/2017,New York Islanders,4,Columbus Blue Jackets,6,,15696,2:29,
12/14/2017,San Jose Sharks,3,Calgary Flames,2,,18730,2:28,
12/14/2017,Florida Panthers,1,Colorado Avalanche,2,,13096,2:20,
12/14/2017,Nashville Predators,4,Edmonton Oilers,0,,18347,2:31,
12/14/2017,Toronto Maple Leafs,0,Minnesota Wild,2,,18857,2:30,
12/14/2017,New Jersey Devils,1,Montreal Canadiens,2,OT,21302,2:29,
12/14/2017,Buffalo Sabres,1,Philadelphia Flyers,2,,19508,2:23,
12/14/2017,Anaheim Ducks,3,St. Louis Blues,1,,17822,2:27,
12/14/2017,Pittsburgh Penguins,1,Vegas Golden Knights,2,,18029,2:27,
12/14/2017,Chicago Blackhawks,5,Winnipeg Jets,1,,15321,2:21,
12/15/2017,Carolina Hurricanes,5,Buffalo Sabres,4,OT,17610,2:38,
12/15/2017,Toronto Maple Leafs,1,Detroit Red Wings,3,,19515,2:26,at Little Caesars Arena (Detroit MI)
12/15/2017,Dallas Stars,2,New Jersey Devils,5,,13171,2:44,
12/15/2017,Los Angeles Kings,2,New York Rangers,4,,17756,2:24,
12/15/2017,San Jose Sharks,3,Vancouver Canucks,4,OT,17278,2:29,
12/16/2017,Pittsburgh Penguins,4,Arizona Coyotes,2,,13051,2:26,
12/16/2017,New York Rangers,3,Boston Bruins,2,OT,17565,2:38,
12/16/2017,Columbus Blue Jackets,1,Carolina Hurricanes,2,,11357,2:23,
12/16/2017,Nashville Predators,2,Calgary Flames,0,,18618,2:27,
12/16/2017,Tampa Bay Lightning,6,Colorado Avalanche,5,,16956,2:39,
12/16/2017,Edmonton Oilers,3,Minnesota Wild,2,,19034,2:29,
12/16/2017,Los Angeles Kings,3,New York Islanders,4,OT,13087,2:40,
12/16/2017,Montreal Canadiens,0,Ottawa Senators,3,,33959,2:42,NHL100 Classic
12/16/2017,Dallas Stars,1,Philadelphia Flyers,2,OT,19477,2:32,
12/16/2017,Winnipeg Jets,0,St. Louis Blues,2,,17964,2:32,
12/16/2017,Anaheim Ducks,2,Washington Capitals,3,OT,18506,2:26,
12/17/2017,Minnesota Wild,1,Chicago Blackhawks,4,,21813,2:26,
12/17/2017,Calgary Flames,6,Vancouver Canucks,1,,18236,2:31,
12/17/2017,Florida Panthers,2,Vegas Golden Knights,5,,17593,2:35,
12/17/2017,St. Louis Blues,0,Winnipeg Jets,4,,15321,2:26,
12/18/2017,Columbus Blue Jackets,2,Boston Bruins,7,,17565,2:35,
12/18/2017,Pittsburgh Penguins,2,Colorado Avalanche,4,,15824,2:24,
12/18/2017,San Jose Sharks,3,Edmonton Oilers,5,,18347,2:29,
12/18/2017,Anaheim Ducks,3,New Jersey Devils,5,,16514,2:31,
12/18/2017,Los Angeles Kings,4,Philadelphia Flyers,1,,19617,2:24,
12/19/2017,Florida Panthers,3,Arizona Coyotes,2,,10203,2:40,
12/19/2017,Boston Bruins,3,Buffalo Sabres,0,,17811,2:28,
12/19/2017,Washington Capitals,4,Dallas Stars,3,OT,18112,2:34,
12/19/2017,Winnipeg Jets,6,Nashville Predators,4,,17432,2:39,
12/19/2017,Detroit Red Wings,6,New York Islanders,3,,10511,2:30,
12/19/2017,Anaheim Ducks,1,New York Rangers,4,,18006,2:21,
12/19/2017,Minnesota Wild,6,Ottawa Senators,4,,13804,2:29,
12/19/2017,Carolina Hurricanes,1,Toronto Maple Leafs,8,,19288,2:35,
12/19/2017,Montreal Canadiens,7,Vancouver Canucks,5,,18865,2:38,
12/19/2017,Tampa Bay Lightning,3,Vegas Golden Knights,4,,17813,2:35,
12/20/2017,Toronto Maple Leafs,2,Columbus Blue Jackets,4,,17708,2:27,
12/20/2017,St. Louis Blues,1,Calgary Flames,2,,18410,2:36,
12/20/2017,Detroit Red Wings,3,Philadelphia Flyers,4,,19674,2:37,
12/21/2017,Winnipeg Jets,1,Boston Bruins,2,SO,17565,2:41,
12/21/2017,Chicago Blackhawks,0,Dallas Stars,4,,18532,2:30,
12/21/2017,St. Louis Blues,2,Edmonton Oilers,3,,18347,2:26,
12/21/2017,Colorado Avalanche,1,Los Angeles Kings,2,OT,18230,2:30,
12/21/2017,New York Rangers,3,New Jersey Devils,4,SO,16514,3:14,
12/21/2017,Carolina Hurricanes,4,Nashville Predators,1,,17492,2:31,
12/21/2017,Anaheim Ducks,5,New York Islanders,4,OT,10092,2:47,
12/21/2017,Columbus Blue Jackets,2,Pittsburgh Penguins,3,SO,18625,2:53,
12/21/2017,Vancouver Canucks,4,San Jose Sharks,5,OT,17562,2:32,
12/21/2017,Ottawa Senators,3,Tampa Bay Lightning,4,SO,19092,3:00,
12/22/2017,Washington Capitals,2,Arizona Coyotes,3,OT,10904,2:26,
12/22/2017,Philadelphia Flyers,2,Buffalo Sabres,4,,18222,2:34,
12/22/2017,Montreal Canadiens,3,Calgary Flames,2,,19289,2:35,
12/22/2017,Minnesota Wild,2,Florida Panthers,4,,13259,2:45,
12/23/2017,Colorado Avalanche,6,Arizona Coyotes,2,,11838,2:29,
12/23/2017,Detroit Red Wings,1,Boston Bruins,3,,17565,2:27,
12/23/2017,Buffalo Sabres,2,Carolina Hurricanes,4,,14470,2:27,
12/23/2017,Philadelphia Flyers,1,Columbus Blue Jackets,2,SO,17812,2:44,
12/23/2017,Nashville Predators,3,Dallas Stars,4,SO,18532,2:51,
12/23/2017,Montreal Canadiens,1,Edmonton Oilers,4,,18347,2:32,
12/23/2017,Ottawa Senators,0,Florida Panthers,1,,13694,2:35,
12/23/2017,Chicago Blackhawks,1,New Jersey Devils,4,,16514,2:31,
12/23/2017,Winnipeg Jets,2,New York Islanders,5,,13589,2:30,
12/23/2017,Toronto Maple Leafs,3,New York Rangers,2,,18006,2:46,
12/23/2017,Anaheim Ducks,4,Pittsburgh Penguins,0,,18622,2:25,
12/23/2017,Los Angeles Kings,0,San Jose Sharks,2,,17562,2:30,
12/23/2017,Minnesota Wild,0,Tampa Bay Lightning,3,,19092,2:32,
12/23/2017,St. Louis Blues,3,Vancouver Canucks,1,,17919,2:32,
12/23/2017,Washington Capitals,0,Vegas Golden Knights,3,,18025,2:24,
12/27/2017,Vegas Golden Knights,4,Anaheim Ducks,1,,17444,2:26,
12/27/2017,Ottawa Senators,1,Boston Bruins,5,,17565,2:19,
12/27/2017,Montreal Canadiens,1,Carolina Hurricanes,3,,14880,2:25,
12/27/2017,Arizona Coyotes,3,Colorado Avalanche,1,,15671,2:24,
12/27/2017,Dallas Stars,2,Minnesota Wild,4,,19107,2:31,
12/27/2017,Detroit Red Wings,1,New Jersey Devils,3,,16514,2:26,
12/27/2017,Buffalo Sabres,2,New York Islanders,3,OT,15027,2:29,
12/27/2017,Washington Capitals,0,New York Rangers,1,SO,18006,2:36,
12/27/2017,Columbus Blue Jackets,4,Pittsburgh Penguins,5,SO,18652,2:46,
12/27/2017,Nashville Predators,2,St. Louis Blues,1,,19097,2:24,
12/27/2017,Edmonton Oilers,3,Winnipeg Jets,4,,15321,2:29,
12/28/2017,Toronto Maple Leafs,7,Arizona Coyotes,4,,17125,2:36,
12/28/2017,Philadelphia Flyers,2,Florida Panthers,3,,17083,2:36,
12/28/2017,Vegas Golden Knights,3,Los Angeles Kings,2,OT,18432,2:29,
12/28/2017,Calgary Flames,2,San Jose Sharks,3,SO,17562,2:34,
12/28/2017,Montreal Canadiens,1,Tampa Bay Lightning,3,,19092,2:32,
12/28/2017,Chicago Blackhawks,2,Vancouver Canucks,5,,18865,2:29,
12/28/2017,Boston Bruins,3,Washington Capitals,4,SO,18506,2:46,
12/29/2017,Calgary Flames,1,Anaheim Ducks,2,,17174,2:39,
12/29/2017,Pittsburgh Penguins,1,Carolina Hurricanes,2,,17975,2:30,
12/29/2017,Toronto Maple Leafs,3,Colorado Avalanche,4,OT,18013,2:36,
12/29/2017,St. Louis Blues,2,Dallas Stars,4,,18532,2:52,
12/29/2017,New York Rangers,2,Detroit Red Wings,3,SO,19515,2:52,at Little Caesars Arena (Detroit MI)
12/29/2017,Chicago Blackhawks,4,Edmonton Oilers,3,OT,18347,2:29,
12/29/2017,Nashville Predators,2,Minnesota Wild,4,,19147,2:40,
12/29/2017,Buffalo Sabres,4,New Jersey Devils,3,OT,16514,2:35,
12/29/2017,Columbus Blue Jackets,4,Ottawa Senators,5,,17031,2:24,
12/29/2017,Philadelphia Flyers,5,Tampa Bay Lightning,3,,19092,2:36,
12/29/2017,New York Islanders,2,Winnipeg Jets,4,,15321,2:35,
12/30/2017,Montreal Canadiens,0,Florida Panthers,2,,18013,2:31,
12/30/2017,Minnesota Wild,0,Nashville Predators,3,,17459,2:21,
12/30/2017,Boston Bruins,5,Ottawa Senators,0,,17579,2:26,
12/30/2017,Carolina Hurricanes,2,St. Louis Blues,3,,18749,2:26,
12/30/2017,Los Angeles Kings,4,Vancouver Canucks,3,,18865,2:35,
12/30/2017,New Jersey Devils,2,Washington Capitals,5,,18506,2:25,
12/31/2017,Arizona Coyotes,2,Anaheim Ducks,5,,17174,2:28,
12/31/2017,Tampa Bay Lightning,5,Columbus Blue Jackets,0,,18878,2:27,
12/31/2017,Chicago Blackhawks,3,Calgary Flames,4,OT,19289,2:37,
12/31/2017,New York Islanders,1,Colorado Avalanche,6,,17461,2:32,
12/31/2017,San Jose Sharks,0,Dallas Stars,6,,18532,2:24,
12/31/2017,Pittsburgh Penguins,1,Detroit Red Wings,4,,19515,2:36,at Little Caesars Arena (Detroit MI)
12/31/2017,Winnipeg Jets,5,Edmonton Oilers,0,,18347,2:25,
12/31/2017,Toronto Maple Leafs,3,Vegas Golden Knights,6,,18118,2:30,
1/1/2018,New York Rangers,3,Buffalo Sabres,2,OT,41821,2:40,NHL Winter Classic
1/2/2018,Washington Capitals,5,Carolina Hurricanes,4,OT,11989,2:29,
1/2/2018,Winnipeg Jets,2,Colorado Avalanche,3,OT,13058,2:39,
1/2/2018,Columbus Blue Jackets,2,Dallas Stars,1,,17235,2:29,
1/2/2018,Los Angeles Kings,5,Edmonton Oilers,0,,18347,2:31,
1/2/2018,Florida Panthers,1,Minnesota Wild,5,,19029,2:35,
1/2/2018,San Jose Sharks,4,Montreal Canadiens,1,,21302,2:21,
1/2/2018,Boston Bruins,5,New York Islanders,1,,11878,2:23,
1/2/2018,Pittsburgh Penguins,5,Philadelphia Flyers,1,,19558,2:29,
1/2/2018,New Jersey Devils,2,St. Louis Blues,3,SO,18324,2:54,
1/2/2018,Tampa Bay Lightning,2,Toronto Maple Leafs,0,,19344,2:28,
1/2/2018,Anaheim Ducks,5,Vancouver Canucks,0,,18865,2:33,
1/2/2018,Nashville Predators,0,Vegas Golden Knights,3,,18171,2:25,
1/3/2018,Ottawa Senators,1,Detroit Red Wings,2,OT,19515,2:35,at Little Caesars Arena (Detroit MI)
1/3/2018,Chicago Blackhawks,5,New York Rangers,2,,18006,2:30,
1/4/2018,Nashville Predators,2,Arizona Coyotes,3,OT,13190,2:29,
1/4/2018,Los Angeles Kings,3,Calgary Flames,4,,19206,2:35,
1/4/2018,Columbus Blue Jackets,0,Colorado Avalanche,2,,13763,2:27,
1/4/2018,New Jersey Devils,3,Dallas Stars,4,,18114,2:34,
1/4/2018,Anaheim Ducks,1,Edmonton Oilers,2,SO,18347,2:44,
1/4/2018,Buffalo Sabres,2,Minnesota Wild,6,,19017,2:21,
1/4/2018,Tampa Bay Lightning,1,Montreal Canadiens,2,SO,21302,2:41,
1/4/2018,New York Islanders,4,Philadelphia Flyers,6,,19358,2:37,
1/4/2018,Carolina Hurricanes,4,Pittsburgh Penguins,0,,18595,2:19,
1/4/2018,Vegas Golden Knights,1,St. Louis Blues,2,,18976,2:20,
1/4/2018,San Jose Sharks,2,Toronto Maple Leafs,3,SO,19132,2:49,
1/5/2018,Vegas Golden Knights,5,Chicago Blackhawks,4,,21933,2:20,
1/5/2018,Florida Panthers,2,Detroit Red Wings,4,,19515,2:34,at Little Caesars Arena (Detroit MI)
1/5/2018,Pittsburgh Penguins,4,New York Islanders,0,,13641,2:37,
1/5/2018,San Jose Sharks,5,Ottawa Senators,6,OT,16061,2:40,
1/5/2018,Buffalo Sabres,3,Winnipeg Jets,4,,15321,2:32,
1/6/2018,New York Rangers,2,Arizona Coyotes,1,SO,13420,2:31,
1/6/2018,Carolina Hurricanes,1,Boston Bruins,7,,17565,2:25,
1/6/2018,Anaheim Ducks,2,Calgary Flames,3,,19258,2:33,
1/6/2018,Minnesota Wild,2,Colorado Avalanche,7,,18046,2:38,
1/6/2018,Edmonton Oilers,1,Dallas Stars,5,,18532,2:26,
1/6/2018,Nashville Predators,4,Los Angeles Kings,3,,18230,2:35,
1/6/2018,Tampa Bay Lightning,3,Ottawa Senators,6,,16247,2:41,
1/6/2018,St. Louis Blues,3,Philadelphia Flyers,6,,19665,2:27,
1/6/2018,Vancouver Canucks,2,Toronto Maple Leafs,3,SO,19361,2:59,
1/7/2018,Florida Panthers,2,Columbus Blue Jackets,3,SO,16535,2:55,
1/7/2018,Edmonton Oilers,1,Chicago Blackhawks,4,,21901,2:23,
1/7/2018,Tampa Bay Lightning,5,Detroit Red Wings,2,,19515,2:38,at Little Caesars Arena (Detroit MI)
1/7/2018,Vancouver Canucks,2,Montreal Canadiens,5,,21302,2:33,
1/7/2018,New Jersey Devils,4,New York Islanders,5,SO,15136,2:58,
1/7/2018,Buffalo Sabres,1,Philadelphia Flyers,4,,19662,2:32,
1/7/2018,Boston Bruins,5,Pittsburgh Penguins,6,OT,18553,2:36,
1/7/2018,New York Rangers,1,Vegas Golden Knights,2,,18234,2:28,
1/7/2018,San Jose Sharks,1,Winnipeg Jets,4,,15321,2:29,
1/7/2018,St. Louis Blues,3,Washington Capitals,4,OT,18506,2:37,
1/8/2018,Columbus Blue Jackets,3,Toronto Maple Leafs,2,OT,18933,2:29,
1/9/2018,Winnipeg Jets,7,Buffalo Sabres,4,,17398,2:29,
1/9/2018,Calgary Flames,3,Minnesota Wild,2,OT,19011,2:43,
1/9/2018,Edmonton Oilers,1,Nashville Predators,2,,17188,2:24,
1/9/2018,Chicago Blackhawks,8,Ottawa Senators,2,,14007,2:35,
1/9/2018,Florida Panthers,7,St. Louis Blues,4,,18783,2:38,
1/9/2018,Carolina Hurricanes,4,Tampa Bay Lightning,5,,19092,2:45,
1/9/2018,Vancouver Canucks,1,Washington Capitals,3,,18506,2:36,
1/10/2018,Minnesota Wild,2,Chicago Blackhawks,1,,21721,2:33,
1/10/2018,Ottawa Senators,4,Toronto Maple Leafs,3,,19117,2:54,
1/11/2018,Columbus Blue Jackets,1,Buffalo Sabres,3,,18071,2:33,
1/11/2018,Calgary Flames,5,Tampa Bay Lightning,1,,19092,2:30,
1/11/2018,Carolina Hurricanes,3,Washington Capitals,1,,18506,2:24,
1/12/2018,Edmonton Oilers,4,Arizona Coyotes,2,,14077,2:22,
1/12/2018,Washington Capitals,4,Carolina Hurricanes,3,,16239,2:33,
1/12/2018,Vancouver Canucks,5,Columbus Blue Jackets,2,,16705,2:30,
1/12/2018,Winnipeg Jets,1,Chicago Blackhawks,2,,21588,2:28,
1/12/2018,Calgary Flames,4,Florida Panthers,2,,14519,2:35,
1/13/2018,Colorado Avalanche,4,Dallas Stars,1,,18532,2:35,
1/13/2018,Anaheim Ducks,4,Los Angeles Kings,2,,18443,2:26,
1/13/2018,Winnipeg Jets,1,Minnesota Wild,4,,19207,2:26,
1/13/2018,Boston Bruins,4,Montreal Canadiens,3,SO,21302,2:59,
1/13/2018,Philadelphia Flyers,5,New Jersey Devils,3,,16514,2:33,
1/13/2018,New York Islanders,7,New York Rangers,2,,18006,2:30,
1/13/2018,Detroit Red Wings,1,Pittsburgh Penguins,4,,18637,2:26,
1/13/2018,Arizona Coyotes,5,San Jose Sharks,6,OT,17562,2:36,
1/13/2018,Edmonton Oilers,3,Vegas Golden Knights,2,OT,18351,2:30,
1/14/2018,Calgary Flames,4,Carolina Hurricanes,1,,15218,2:31,
1/14/2018,Detroit Red Wings,4,Chicago Blackhawks,0,,21830,2:18,
1/14/2018,Vancouver Canucks,3,Minnesota Wild,2,OT,18927,2:27,
1/14/2018,New York Rangers,2,Pittsburgh Penguins,5,,18647,2:31,
1/15/2018,Dallas Stars,3,Boston Bruins,2,OT,17565,2:40,
1/15/2018,Anaheim Ducks,1,Colorado Avalanche,3,,16090,2:19,
1/15/2018,San Jose Sharks,4,Los Angeles Kings,1,,18230,2:23,
1/15/2018,New York Islanders,5,Montreal Canadiens,4,OT,21302,2:46,
1/16/2018,San Jose Sharks,3,Arizona Coyotes,2,SO,11961,2:32,
1/16/2018,Dallas Stars,4,Detroit Red Wings,2,,19515,2:29,at Little Caesars Arena (Detroit MI)
1/16/2018,Vegas Golden Knights,0,Nashville Predators,1,,17150,2:32,
1/16/2018,New Jersey Devils,4,New York Islanders,1,,12695,2:26,
