Date,Visitor,G,Home,G,,Att.,LOG,Notes
5/13/2022,Florida Panthers,4,Washington Capitals,3,OT,18573,3:07,
5/13/2022,New York Rangers,5,Pittsburgh Penguins,3,,18342,2:30,
5/13/2022,Calgary Flames,2,Dallas Stars,4,,18532,2:33,
5/14/2022,Boston Bruins,2,Carolina Hurricanes,3,,19513,2:36,
5/14/2022,Tampa Bay Lightning,2,Toronto Maple Leafs,1,,19316,2:32,
5/14/2022,Los Angeles Kings,0,Edmonton Oilers,2,,18347,2:35,
5/15/2022,Dallas Stars,2,Calgary Flames,3,OT,19289,3:22,
5/15/2022,Pittsburgh Penguins,3,New York Rangers,4,OT,18006,3:02,
5/17/2022,St. Louis Blues,2,Colorado Avalanche,3,OT,18105,2:46,
5/17/2022,Tampa Bay Lightning,4,Florida Panthers,1,,19656,2:38,
5/18/2022,New York Rangers,1,Carolina Hurricanes,2,OT,18705,2:40,
5/18/2022,Edmonton Oilers,6,Calgary Flames,9,,19289,2:45,
5/19/2022,St. Louis Blues,4,Colorado Avalanche,1,,18117,2:30,
5/19/2022,Tampa Bay Lightning,2,Florida Panthers,1,,19716,2:22,
5/20/2022,Edmonton Oilers,5,Calgary Flames,3,,19289,2:46,
5/20/2022,New York Rangers,0,Carolina Hurricanes,2,,19332,2:34,
5/21/2022,Colorado Avalanche,5,St. Louis Blues,2,,18096,2:32,
5/22/2022,Calgary Flames,1,Edmonton Oilers,4,,18347,2:38,
5/22/2022,Carolina Hurricanes,1,New York Rangers,3,,18006,2:34,
5/22/2022,Florida Panthers,1,Tampa Bay Lightning,5,,19092,2:34,
5/23/2022,Colorado Avalanche,6,St. Louis Blues,3,,18096,2:32,
5/23/2022,Florida Panthers,0,Tampa Bay Lightning,2,,19092,2:46,
5/24/2022,Calgary Flames,3,Edmonton Oilers,5,,18347,2:27,
5/24/2022,Carolina Hurricanes,1,New York Rangers,4,,18006,2:24,
5/25/2022,St. Louis Blues,5,Colorado Avalanche,4,OT,18117,2:53,
5/26/2022,Edmonton Oilers,5,Calgary Flames,4,OT,19289,2:48,
5/26/2022,New York Rangers,1,Carolina Hurricanes,3,,18786,2:32,
5/27/2022,Colorado Avalanche,3,St. Louis Blues,2,,18096,2:26,
5/28/2022,Carolina Hurricanes,2,New York Rangers,5,,18006,2:33,
5/30/2022,New York Rangers,6,Carolina Hurricanes,2,,18922,2:41,
5/31/2022,Edmonton Oilers,6,Colorado Avalanche,8,,18044,2:43,
6/1/2022,Tampa Bay Lightning,2,New York Rangers,6,,18006,2:34,
6/2/2022,Edmonton Oilers,0,Colorado Avalanche,4,,18107,2:36,
6/3/2022,Tampa Bay Lightning,2,New York Rangers,3,,18006,2:27,
6/4/2022,Colorado Avalanche,4,Edmonton Oilers,2,,18347,2:35,
6/5/2022,New York Rangers,2,Tampa Bay Lightning,3,,19092,2:34,
6/6/2022,Colorado Avalanche,6,Edmonton Oilers,5,OT,18347,2:53,
6/7/2022,New York Rangers,1,Tampa Bay Lightning,4,,19092,2:40,
6/9/2022,Tampa Bay Lightning,3,New York Rangers,1,,18006,2:27,
6/11/2022,New York Rangers,1,Tampa Bay Lightning,2,,19092,2:28,
6/15/2022,Tampa Bay Lightning,3,Colorado Avalanche,4,OT,17778,2:50,
6/18/2022,Tampa Bay Lightning,0,Colorado Avalanche,7,,17849,2:33,
6/20/2022,Colorado Avalanche,2,Tampa Bay Lightning,6,,19092,2:50,
6/22/2022,Colorado Avalanche,3,Tampa Bay Lightning,2,OT,19092,3:05,
6/24/2022,Tampa Bay Lightning,3,Colorado Avalanche,2,,18015,2:42,
6/26/2022,Colorado Avalanche,2,Tampa Bay Lightning,1,,19092,2:29,
6/22/2022,Colorado Avalanche,3,Tampa Bay Lightning,2,OT,19092,3:05,
6/24/2022,Tampa Bay Lightning,3,Colorado Avalanche,2,,18015,2:42,
6/26/2022,Colorado Avalanche,2,Tampa Bay Lightning,1,,19092,2:29,
